,T-FAP_1_corr,T-FAP_1_qval
Yap1,0.06036891737952876,0.0007023015480831933
Gm37800,0.06034160760852924,0.0007065213544938399
4933401D09Rik,0.06028639714677303,0.0007159149683430836
Sort1,0.060267475816268096,0.0007190094648785389
Mllt3,0.06023403496769689,0.0007242791759530841
Atm,0.06017378366561351,0.0007349800838900329
Vegfc,0.06015046018588501,0.0007383603342201401
Elf1,0.06013789503870938,0.0007404927330709076
Rbm24,0.0600805972662082,0.0007502136953257217
Med13,0.060020072086210595,0.0007609958783818924
Cdkn1c,0.059973093799130996,0.0007694819529323674
Rps27rt,0.059961404151902105,0.0007715650853028201
2600014E21Rik,0.05993017304091132,0.0007769340616330875
Klhl5,0.05986101998031641,0.0007892625704930185
Gsdme,0.05985917386361837,0.0007894560882768111
Hdac5,0.05985128052504507,0.0007907996670875569
Mical3,0.0598506278271384,0.0007907996670875569
Tmem89,0.059837661871807724,0.0007930737151297117
Dipk2a,0.05980070390474679,0.0007993243991570797
Cdh5,0.05979836304081291,0.0007996189935246576
Hist1h4d,0.05978686889156269,0.000801739421177656
Fmo5,0.059693124486987284,0.0008199606198630884
Rcsd1,0.05968245954899507,0.0008217651990806692
Smim5,0.05968169888673438,0.0008217651990806692
Slc7a8,0.0596754583940635,0.0008228650068555178
Atf3,0.05963608915908151,0.0008304231153435288
Gm48025,0.05962353074181029,0.0008324837451100736
Olfr173,0.0596048883850264,0.0008361688828010267
Cacnb4,0.05959525953156756,0.0008378124699928787
Chdh,0.05957332684249625,0.0008418474746599699
Mei4,0.0595295924203127,0.0008506706930010214
Grhl1,0.05950548679038556,0.0008554068808122229
Olfr56,0.05949856124972642,0.0008566943608590888
Ctsf,0.059465825139252436,0.0008631225706357911
Arrb1,0.05944174843763575,0.0008679173363178023
Olfr410,0.05941633638708049,0.0008730256744464703
Rapgef6,0.05939206867785895,0.0008779133637339858
Eid3,0.05936479005392215,0.0008834846821173239
Gapt,0.05923322501601089,0.0009116443338721329
Carmil1,0.0592245418150694,0.0009130969185564278
Naip6,0.05910170289004399,0.0009389971611070728
Rasa4,0.05907038765259433,0.0009458700639672295
Rab39,0.05902698113805347,0.0009554283458937191
Rhobtb1,0.05901471379423462,0.0009581150968309135
Adam28,0.059000154789940806,0.0009613509409755559
H1f0,0.05899297674302007,0.0009628467267739522
Phyh,0.05899013434517874,0.0009633164786401374
Fam177a,0.058965818097739264,0.0009688914469897227
Rps15a,0.05891621681538838,0.0009801580836603352
Syt15,0.058903398660305736,0.0009826272897023702
Gm12694,0.058854824394751946,0.0009935824318935455
Tmem47,0.05885012682563169,0.0009945191711178615
Mtm1,0.058831917135493676,0.0009987643238486374
Prkce,0.05881559814393474,0.0010025611133244196
Cbarp,0.05874997676663051,0.0010177550765379513
Srrm2,0.05867826161776553,0.0010351427789491365
Kbtbd11,0.058670843384605015,0.001036806493504749
Col4a3bp,0.058635484398830616,0.0010453795808233939
Fgfr2,0.058530809944358345,0.00107023033696434
Sfrp2,0.05850411303465822,0.0010763285476157022
2900089D17Rik,0.05846020480187984,0.0010874730110378334
Errfi1,0.05837449316331837,0.0011090514604764515
Epb41l5,0.058371565456507166,0.0011096106738042735
Timm8a2,0.05836259635876049,0.0011115731968302286
Vsnl1,0.058347305904848365,0.0011152555650583366
Jarid2,0.058344018027101825,0.001115915740127301
4930402H24Rik,0.05832296246547879,0.0011211849024584054
Pcm1,0.05830669217087285,0.001124930239539941
Insig1,0.05822697226138348,0.0011462482104011966
Gm42829,0.05821922559428902,0.0011479299794357133
Lepr,0.058177057399318416,0.0011587898240810056
Olfr558,0.05817390467832371,0.0011594360196471622
Klf14,0.05814516236170555,0.0011668303964613486
Fcor,0.05812977819326229,0.0011704660972808323
Tmem273,0.058078890806652746,0.0011842738969482958
Gstt3,0.058039568940135004,0.0011938839168545046
Anln,0.0580269435691592,0.0011972955134248377
Abca9,0.05794155353254183,0.0012202957380587588
Akna,0.05789249816636184,0.001233847109612308
Map4k3,0.0578565712870212,0.001244100267476276
Ptprd,0.057848720932524515,0.001245947571458348
Gjd4,0.05783877776465037,0.0012486129672633572
Plekha5,0.05771332819680818,0.0012841735252339627
Sertad2,0.05765188147320503,0.0013028069471364841
Isg20,0.057592758015113224,0.0013201350959991555
Hsf3,0.057559672848937926,0.00132986982856331
Ptp4a1,0.05755462659481994,0.0013312115314036048
Col4a6,0.05751912595540242,0.001341525277248415
Smim27,0.05743616956439051,0.001367519448640348
Gramd1c,0.0574358695194218,0.001367519448640348
Rai2,0.05738752554362559,0.0013823506786698578
Dennd2a,0.057374270020428726,0.0013864709497004395
Nck1,0.05737258943092075,0.0013865455351592382
Sox7,0.05729191086203974,0.0014123900513276944
Gm44744,0.057287528244651775,0.0014134596223017997
Pcdhgc3,0.0572870391613069,0.0014134596223017997
Pou6f1,0.05727894889340971,0.0014159123104764628
Pkdrej,0.057246827645623555,0.001425680908601358
Fzd8,0.057163757976497004,0.0014525277432641986
Tceal5,0.0571112645045439,0.0014684693653565827
Sncaip,0.05709124903174083,0.0014743046430339777
Nkd1,0.05708141333945805,0.0014774716252059148
Cyba,0.057041367927051126,0.0014907573712091714
Fmr1,0.05702690398872661,0.0014953035056786388
Gdnf,0.057021637872096416,0.0014965734341822394
P4htm,0.056998823888080155,0.0015041303319209699
B230311B06Rik,0.056972074922372176,0.001512525523622513
Nop14,0.05695297202973488,0.0015188127739939024
Vnn3,0.05694933092079527,0.0015195128769142818
Arsb,0.05681648555432337,0.0015651743585251025
Amigo2,0.056786927987232526,0.001574618256451962
Fgd5,0.05673225492756887,0.001594246346250064
Tjp1,0.05673110535367213,0.001594358427017469
Cry2,0.05659620452432835,0.0016442361915537942
Hic1,0.056542126653086,0.00166241515245968
Cplx2,0.0565038205167696,0.0016758714757950878
Tox,0.05632477133421739,0.001744815503862059
Gm28320,0.05630711023205355,0.0017513990444825908
Phkg1,0.05624996738209886,0.001773383819047698
Ddx17,0.056130097905251836,0.0018201494019797811
Epb41,0.056110062815397536,0.001827712738057002
Musk,0.05609779748073499,0.001831828848626516
Hnrnph1,0.056094029187576236,0.001833085670952668
Atad2,0.05605421895959829,0.0018484737620266985
Btk,0.05599342334586944,0.0018746945447815713
Xpnpep2,0.055928758075967755,0.001901084084100683
Gadd45a,0.05590459279815043,0.001911126523568878
Irf2bp2,0.05590281340058456,0.0019115418727826314
Gm26632,0.05587972812174191,0.0019215331913941403
9130019P16Rik,0.05562166193242988,0.0020325907585161743
Nt5c1b,0.05562166193242988,0.0020325907585161743
Gm13652,0.055601619303547865,0.0020413103384705035
Tmem256,0.05560046104989395,0.0020414559290361884
Plaat5,0.05559062814854676,0.0020453321130144545
Gm21860,0.05558671958384249,0.00204653715420632
Hcar1,0.055543941079735586,0.0020628058745450852
Spata5l1,0.055474112984099815,0.0020949885430770567
Tekt3,0.055456619243984914,0.002102707712363291
Ubc,0.05543982337998051,0.002110110395853839
Wdr91,0.05541209550218448,0.002122931428640714
Arid1b,0.05538341530131739,0.002135874883832383
Trim17,0.05536053358890928,0.0021451476260813986
Ptpn13,0.055350497880021284,0.002148883806589203
Rbm20,0.05534432884768436,0.002151542467500227
Hecw2,0.05527747497714039,0.002181958449905859
Cox6b2,0.05527344941354572,0.0021833818667561867
Themis,0.05526147391462496,0.002188597421473993
Hhex,0.05525568689561072,0.002190675633500553
Zfp652os,0.05523431209538443,0.0022007025021909005
Katna1,0.05518737118532341,0.0022234809819494245
Rxrg,0.055181657600178506,0.0022259901875555013
Gclm,0.05517249369538109,0.0022299812573896203
Smad6,0.055154067088860344,0.0022376289351105495
Gm47123,0.05513798353740853,0.0022446596397151706
A730011C13Rik,0.05511564836126496,0.0022554167277687247
Slc12a5,0.055106840809226,0.0022591371247791927
Bri3bp,0.05507283949760902,0.0022738619256196723
Gm11365,0.05493726879560422,0.002343502276806205
Tcp11l2,0.0549034685540284,0.002360474794978912
Pkd1l3,0.05488636653185685,0.002369345811340028
Tmem178b,0.0547680300242791,0.002429166813588758
Fignl2,0.054757059487835255,0.0024343610526210975
Acss3,0.05475426039110648,0.0024354552723319764
Scg2,0.05474876956681081,0.002438060527707794
Per1,0.05472804508925274,0.002448292876053822
Mctp1,0.054716130510070765,0.0024540523507827635
Ppp1r12b,0.05469333858849934,0.0024664740908544643
Insl6,0.05466492780479289,0.0024807089940555678
Syde2,0.054638183713099774,0.0024935794289278356
Firre,0.05457873679868342,0.002526390916296315
Plin1,0.054512848034361266,0.0025628883248533306
Kcnab3os,0.05450504852316356,0.00256697827303791
E130102H24Rik,0.05444347096481031,0.0026014463773767127
Lrp4,0.054442009770523526,0.0026018124747692883
Igsf1,0.05438488562876806,0.002634026095588356
Gm26771,0.05430118496619127,0.002683862157867899
Tmem61,0.054300111162120614,0.002683862157867899
Adap2,0.05428643706894343,0.0026913963881842
Bcl2l14,0.05424848330695309,0.0027137825156179217
Ell2,0.05424456003156459,0.0027156892849293976
Gm11732,0.05420082038756634,0.002741349531235699
Cpa1,0.05412528384313873,0.002785212346265142
Elf2,0.05410547776669361,0.0027967312507903162
Gm10644,0.05406127617914515,0.0028233942700011776
Trf,0.054054776361357124,0.0028264844271239814
Chd4,0.054009629042848735,0.0028518233170861658
Serpina3c,0.053903886067838344,0.002916140787755651
Slc41a1,0.053792506743868124,0.0029850333797152226
Gm16958,0.05378397642155126,0.002990236750786173
Hist1h4b,0.05377950459956854,0.0029926945774103896
Cyp27a1,0.05377676398712145,0.002993979426965787
Gpt2,0.053760277705230466,0.0030046087381476933
Mst1r,0.05371997113972217,0.0030310011845111682
Lrrn2,0.05368569289162026,0.0030516846165918937
Gm28959,0.05363416073837641,0.0030851004301081877
Gm40652,0.053595748225589275,0.003109622101661845
Raver2,0.05354965435480864,0.0031403647123592194
H2-Q10,0.053510449880543806,0.0031652518718961404
Ifi211,0.05347008450321537,0.0031917652670540963
L3hypdh,0.05346410222168614,0.003195463724377449
Trerf1,0.05342753669509778,0.0032182253088470724
Tmem106a,0.05342606473648393,0.0032186794788077425
Gm15396,0.053418826185165344,0.0032233191324079835
Gm16189,0.05311712796205764,0.003435059623887716
Msx2,0.05306683980401015,0.003471354779478322
Tshr,0.053062950875058745,0.003473721444941577
Lrch4,0.053047472160768515,0.0034834673708441124
Gnaq,0.05304331792267661,0.0034857249184936205
G630016G05Rik,0.05302948440046973,0.0034958755088798817
Napepld,0.053005141874290194,0.0035129787066871996
Sms,0.05298342682330194,0.0035294196789655862
Sphk1,0.052916796870874236,0.0035769751490291094
Zfyve28,0.05290677733931077,0.003583637785643368
Gm16118,0.05286652512370306,0.0036146336779052752
Ppt1,0.052789877871661145,0.003668942899365129
A930033H14Rik,0.052755019706249615,0.0036938100919010537
Mgarp,0.05272178603604497,0.003719860646741222
Ildr2,0.052670102318300424,0.0037593741817196877
Gstt2,0.05259669073003749,0.003816952085774613
Gm32461,0.05256958439189508,0.0038378512216846726
Neu3,0.0525551917948432,0.0038479753539161507
Zc2hc1a,0.052541056538300095,0.0038593502596154425
Gm31513,0.05249934723755561,0.003892329808671846
Csrp3,0.05240237674891167,0.003970972632685278
Tceal7,0.05240237674891167,0.003970972632685278
Nkain4,0.0522968848234026,0.004051904866612081
Ctcflos,0.05227006348797519,0.004072967898261377
Cpeb4,0.052230773852355604,0.00410695422249158
Rhbdl1,0.05222456718234018,0.004111057731570577
Gm39459,0.05222097748520425,0.004113552888878252
Apobec3,0.052198523925692776,0.004132462066842758
Vezf1,0.052187016650222386,0.004142203019581081
Slc2a4,0.05218239830465152,0.00414565677446914
Uvrag,0.05217080809007569,0.00415550232782204
Cenpl,0.05211724393174827,0.004200207260787721
AI115009,0.05210883190624837,0.0042072228690947
Zfp59,0.052072191494366225,0.004236614017898634
Tbc1d16,0.05207081518012388,0.004236820783914615
Siva1,0.05206799537796983,0.004238173959002721
Trim6,0.052027000674658534,0.004273441700577762
Sytl4,0.05197156669340411,0.004321087152569807
Ero1lb,0.05190520799164098,0.004378910861730993
Brd2,0.051883558042427634,0.004396535385020202
Slc22a3,0.05185646033338405,0.004421139803493391
Hif3a,0.05181459663886599,0.004458651243874958
Btaf1,0.05181100842602255,0.004460516502565574
1810019N24Rik,0.05178420988514181,0.0044826757552597855
Sycp2,0.05177296651043555,0.004492083919548218
Abca3,0.0517032833342647,0.004556155398960978
Ankrd33,0.051604744919383355,0.004647748734516377
Fkbp5,0.05151718982379893,0.004726208929667593
A330048O09Rik,0.05151092337534977,0.004730943933427688
Tulp1,0.05143750091126233,0.004800994572393364
Gm20721,0.05133723529246513,0.004899989687765607
Fau,0.05130717182561153,0.004931242102274933
Dnajc3,0.05127467909125849,0.004962580639368065
Dreh,0.051264024670163603,0.004971149452828359
Bcl6,0.051234531259166334,0.004999304090683211
Dnmt3b,0.051201447155177375,0.00503114558463965
Ephb3,0.05119017940087625,0.0050425491565922465
Gm11815,0.05106292666760808,0.005174203847609374
Gm13889,0.05104708684852725,0.005190097728663447
Adap1,0.05099721530258015,0.005243568729622196
Hook2,0.0509957562353117,0.005244272132523071
Zbtb10,0.050972884034363355,0.00526932574244932
Tsc22d4,0.050966134056266627,0.00527606550880784
Ldlr,0.05096511667963453,0.005276268950451221
Nek6,0.05090064607051987,0.005345450626936699
Sgce,0.050878062238047445,0.005368665688639297
Foxo3,0.05085137851836205,0.005396746311483129
Nxpe2,0.0508213765825347,0.005428845691637685
Clec9a,0.05080571476171323,0.005445244220213473
Slc8a2,0.05080085788314226,0.005449422521175496
Strbp,0.05080048030133181,0.005449422521175496
Galr2,0.0507544064609933,0.005498838875263226
Cyp2f2,0.050703529165490875,0.00555440535849523
Efna2,0.050656015437058284,0.005607438090971145
Mxra7,0.050591123617484635,0.005673190921621067
Peg13,0.050549361139488394,0.005722994758341741
Fas,0.05053304377580957,0.005741011480595281
Bmpr1a,0.05053058260350471,0.00574301217969965
Grn,0.05051793661585236,0.005757584604652171
Galk2,0.050516866988047776,0.005757871082404428
Ppargc1a,0.05049741700231004,0.005778832623366686
Clic6,0.05044464310758004,0.005839350002099862
Dip2a,0.05039927331480572,0.005894268778273284
Dnah2,0.05038719057595518,0.0059063593411394335
AU020206,0.050363490610983136,0.005931082210455039
4930517E14Rik,0.050349276484717605,0.005946896164895742
Lonrf1,0.05029378245446053,0.00600833613029572
4930558K02Rik,0.05023799811936912,0.006074946708932083
Aqp11,0.05023271689170506,0.0060807155593125516
Gm20405,0.050167095270677996,0.006158774119235894
2010300C02Rik,0.05015774068163077,0.006167773011413033
Bach2,0.05003411392999116,0.006323352959848847
Gm568,0.05002989721117757,0.0063267765353667745
Gm15839,0.05002770785475435,0.006328598237497403
Rab29,0.05000250949240461,0.00636148315578645
Mir22hg,0.04999913256381628,0.00636492129244345
Tnfsf12,0.04996334573631117,0.006412395195873293
Gm20383,0.04993899493443773,0.006443371243508488
Klf13,0.04993421931796522,0.006448765314999189
Ctla2a,0.04992988270476763,0.006453561701455081
Evc,0.049893244092081304,0.0065016589034297126
Paip2b,0.04985157357754636,0.006557079130407743
Tmem44,0.04982899403945815,0.006587386877721714
Trarg1,0.04980569047274312,0.006614140724494776
4921514A10Rik,0.04971157606883254,0.006736596814155256
Ptprk,0.04968311345728762,0.006776037060343073
Unc13b,0.04966547366316155,0.006797751134560006
Trim56,0.049598140165524676,0.0068842052859688216
Nod1,0.04955776799462699,0.006932225728688713
Gm31356,0.04955768909387068,0.006932225728688713
Mzt2,0.049548527653991384,0.006943191528203285
Plekhh3,0.04947402358365555,0.00704568875608412
Itga9,0.049451569323670626,0.007075363365122591
A830012C17Rik,0.049431400343919546,0.007104234207910701
Smad7,0.049419316309484755,0.0071173215414541136
Nfkb1,0.049392530185164533,0.007153790029419837
Ppm1h,0.04938132609892585,0.007169415664486958
Gch1,0.04933630562188133,0.007231268915811329
Klf6,0.049327586646323494,0.007243263509642076
Cntnap1,0.049321323134216104,0.007251532642463303
Serpinb6c,0.049297651273277704,0.007285137340020945
AC113595.1,0.04927077902012517,0.007322519373870053
Lrch2,0.049199920874070886,0.0074218118058970006
3200001D21Rik,0.049194647086642784,0.007428724021987392
Gm44170,0.04914872582656043,0.007492710534093345
Tnik,0.049120778394174586,0.007534073649804737
Itgb8,0.04907027459522201,0.007607504792252093
Naip1,0.04905497427514901,0.007627899280382082
Mafb,0.049032747240432634,0.00766076982930079
Blk,0.04892640952013953,0.007824683574578438
Renbp,0.048919118446305435,0.007835233881963187
Fbxo11,0.04891654749579883,0.007838072135750116
Ncoa7,0.048884316261490514,0.007886834577952872
Chn1os3,0.04886589004790466,0.007914375210384192
Bcas1,0.048861057748653916,0.007917971263700765
Shd,0.04886041048984035,0.007917971263700765
Rps23,0.04884730171664169,0.007936875818885525
Sorbs1,0.048740411293014714,0.008097316734944805
Dlg1,0.04872315221187994,0.008124929290461031
Tmigd1,0.04872230416939944,0.00812495175278775
Kcna6,0.0487173607415179,0.008131898081675299
Ogfrl1,0.04867359839442846,0.008199850247775016
Gm38901,0.048673160679215156,0.008199850247775016
Kdm6bos,0.048668914175056144,0.008205666354378893
9130008F23Rik,0.048658500075854025,0.008220590544711595
Sap25,0.04854165511196374,0.008406507819017538
Fam135a,0.04852949471642033,0.008424659937877187
Gm31693,0.04850849892023211,0.008458473101994804
Pdxk,0.04846840809649746,0.008521641404506116
Tspan18,0.048384213143684046,0.008659415878203016
Nfya,0.048373024858003696,0.008676489399000974
Arc,0.048369340072138944,0.008681603548922306
Pla2r1,0.04834168385630056,0.008728158033456588
Appl2,0.048340957877328575,0.008728158033456588
Gm47368,0.04830556158292357,0.008787545811564951
Ugt1a7c,0.04829963124772274,0.008793878533795796
Adam5,0.04827387805620784,0.008836183269664873
Stk17b,0.04826942109303873,0.008842791940256011
Cachd1,0.04825841168975236,0.008859852239311359
9630028H03Rik,0.04823544995261521,0.008896779156187447
Nup98,0.048225866646090694,0.008910325804285999
Gjc2,0.04821987258195282,0.00891827961051033
Thsd1,0.04817518576705906,0.008996150691170256
Pip4k2b,0.0481501284133745,0.009041143199640899
Pde1a,0.04814741638620117,0.009044173292011397
Phyhd1,0.04814683420405445,0.009044173292011397
Abcc1,0.04810355920766843,0.009112577519464427
Gm20544,0.04806294704124768,0.00918271289253056
Armcx2,0.04805602387711399,0.009192643285610992
Jade2,0.04795455001605991,0.009374994316061699
Gcat,0.04791756232970988,0.009441549327079881
Avpr1a,0.04779819074210151,0.009660396009671642
Tex14,0.04778568824872809,0.009680183816013932
Slf2,0.047782682391415886,0.009684486600862945
Naf1,0.04777571840168301,0.009696638375681797
Plekha2,0.047764837201818684,0.009714928858707516
Gls2,0.04771598392020542,0.009796686789829109
AL607088.1,0.047702757718800615,0.0098188976959799
Tmem82,0.04761432712524301,0.009979061941130301
Igsf3,0.04760997448038839,0.009986228887451756
Kank1,0.047571844492087206,0.010060739862588422
Phf21a,0.047548369315597826,0.01010211991008064
4930578M01Rik,0.04746680722780837,0.01025558883871998
Plcxd1,0.047397166431773004,0.010393005873396395
Nbeal1,0.04737908975535948,0.010427708285991367
Rarres1,0.047347555336963214,0.010490533550089368
Spidr,0.047302850751423306,0.010577783465236206
Acsf2,0.047299625871823674,0.010582916507774119
Cdhr4,0.04729490345120106,0.010591267665251574
Satb1,0.04723283828549795,0.010714475817474768
Dusp8,0.04721900091572194,0.010739110946396365
Tfpi,0.0472161099116167,0.010743017051471073
Tnfrsf14,0.04721286574336966,0.010745708856974427
Gm49226,0.04721263916310652,0.010745708856974427
Adgrb2,0.04719516666922599,0.010780153949334109
Lrig1,0.04714765835617298,0.01087328772103127
Phf2,0.04712461646982972,0.01092039008072523
Rpl41,0.04711522527073641,0.010939300383042137
Mpig6b,0.04710345428807288,0.010963511354629822
Vtn,0.04709529295939921,0.010979760318627657
Rgl1,0.0470766636286555,0.011017455325366408
Olfml1,0.047047806984386174,0.011074397481071278
Chd3,0.04699088996431273,0.0111947910023573
Esr1,0.0469844941862445,0.011205478289651438
Rps6ka5,0.04695417611838956,0.011270391599838345
N4bp2l1,0.046947564432034725,0.0112835260567214
Aox1,0.04691397632075451,0.01134491566573112
Calca,0.046887641192678235,0.011401410749376884
Ppp1r9a,0.04684941019270429,0.011477931296325782
Pja1,0.04683232855668809,0.01151165634030276
Gbgt1,0.04683110743599202,0.011512559452439652
Atxn7,0.046754361887601584,0.011677816433849705
Skap2,0.0467018407728549,0.011789761195692562
Onecut3,0.04667865515691857,0.01183826482642436
Arap3,0.04667804679711898,0.01183826482642436
Tinagl1,0.04666987451885295,0.011855703721839396
2610020C07Rik,0.04663223289475628,0.011935543765071454
Abcb1b,0.046627123641429624,0.011945779197816853
Pard3,0.04652536217399637,0.012181446687686557
4933412E12Rik,0.04651719083575098,0.012197309581029821
Acy3,0.04650129542789203,0.012230030836492588
Eno2,0.0464939797289317,0.012242655540926973
Olfr775,0.046493770517937655,0.012242655540926973
Etl4,0.04640820010297566,0.012443000072439364
Klf11,0.04639670342668818,0.012467437406392605
Psd,0.046384502635650485,0.012495744486362802
Prdm16,0.04636710731693314,0.01253500996962713
Zfp804a,0.046353939500440824,0.012565877076294418
Ftsj1,0.04628390015324507,0.012722469678811913
Gm42538,0.04623266981449903,0.012841075785685064
Rassf10,0.04616115451232677,0.013009858764318845
Gm16263,0.04615782032247126,0.01301632813764484
Gm12602,0.046136643394827266,0.01306471171126558
Gpr68,0.046103329737231344,0.013147047709020839
9330162012Rik,0.046101490954179286,0.013149675889556756
Gm14033,0.046045724679122706,0.013282766660926204
Rap1gap,0.04601823118617902,0.01334653564870155
Gm17017,0.04599162701267661,0.013412633214979153
Slc25a48,0.04595831768207159,0.013494657422542185
Txndc16,0.04595374950367756,0.013502464071883009
Ubqln2,0.045900347192492516,0.013634622709843777
Dbi,0.04589189094702814,0.013652945111676593
Zfp185,0.04588256571351965,0.013669147585361682
Olfr482,0.0458442836626089,0.013763876959579634
Wipf3,0.045842546879816384,0.013766339583566477
Clk2,0.045839363575519036,0.013771823392019674
Fam102a,0.04583494470375168,0.013777978625062798
Rffl,0.04582923377253161,0.013791261908354118
Stard8,0.045798228508274856,0.013871370744331639
Mindy4,0.045793011735319175,0.013883380941005287
Sfi1,0.04578333426988599,0.013907633504858772
Hoxa6,0.045777425758722574,0.013919291281891535
Spata20,0.04566946480329448,0.014195325616714199
Pmp22,0.04558613607663361,0.014415771784590097
Phactr4,0.04556650723860177,0.01446439709336853
Spon1,0.04556100727262402,0.014477671464149081
Gm28932,0.0455313579159934,0.014547975137817772
Prxl2b,0.04552741285654996,0.014554500988254865
Ctdspl,0.04551653951423049,0.01457847213151678
Gm16701,0.04550170782949465,0.014613827828755342
Acvr1b,0.04549521871505667,0.014630065490697187
Gm47815,0.04546920775656813,0.014688251898212436
Arrb2,0.045469177400169834,0.014688251898212436
Kirrel3,0.04546450222270336,0.014696944216214598
Gm12940,0.04542782436614466,0.014795782862885277
Gm29502,0.045399723264075625,0.014872632956116582
Shisa3,0.045395801907826924,0.014879225411467195
Fmo4,0.045387920334630405,0.014897370662092924
Hsd17b14,0.045376645294852525,0.014925795490458667
Ripk2,0.045373941629585426,0.014930928734266805
4931406P16Rik,0.04536565895446486,0.014952731204644375
Cox8b,0.04533302816507207,0.015033879994195446
Pik3r3,0.04530458480462548,0.01511039595627775
Bach1,0.045284497383119494,0.015160023855102452
Zfp467,0.04525042521163583,0.015256345628722953
Gm36266,0.04522081153855914,0.015339859363355565
Arnt,0.04521802549773837,0.01534572151086756
Lpin1,0.04513897942797828,0.015548956202171373
Sphkap,0.0451280251000629,0.015577160265158848
Gm20234,0.04511877866338842,0.015598523698939291
Map3k6,0.04511850826860682,0.015598523698939291
Begain,0.045071272295598507,0.01572746932075796
Pcdh17,0.04500036454784967,0.015930531428136777
Rragd,0.04498912171091081,0.015962817625363054
Frat2,0.0449587616885455,0.016052104232381757
Slc26a10,0.04493204384147836,0.01612523924828212
Arhgap35,0.044927364348874205,0.01613470823513212
Mdga2,0.04491710082921534,0.0161590965212946
Dcst1,0.04489690176193069,0.016217357418003998
Mylip,0.044873764573771124,0.016279856141327455
Tec,0.04486355681271274,0.01630688255141033
Cpne8,0.04484767617197231,0.016354547322340134
Slc16a7,0.044840831295995864,0.01636838435958898
Ndufa6,0.04482209956190802,0.016420015864599687
Tgtp2,0.04478923337662157,0.01650602818118341
Pomc,0.044745326049054755,0.016631284231516896
Nab1,0.04470577145992101,0.01674562195141815
Arl6ip1,0.044699172387076526,0.016764321343391866
Snap91,0.04463093133993029,0.01697054147148827
Fam110b,0.044623355364403955,0.01699266906121703
Angptl4,0.044619572237402656,0.017002369729140175
Gja4,0.04461447858938819,0.017016379402370985
Taf1d,0.0445258639576318,0.017282114941260918
Ubald2,0.044495544139038154,0.0173667534852712
Miga1,0.04449326962041074,0.017371597584586583
Gm27240,0.04447758998135179,0.01742135194126371
Cap2,0.04447017072724392,0.017440702396095586
H2-DMb1,0.04446598745175425,0.01745197604671385
Gm34934,0.04444139390891587,0.017523619631729763
Fgf21,0.044433251735849034,0.017548300690522583
Tulp2,0.04428081382212426,0.018023909216772313
Metap1d,0.04427250853239387,0.018049781769317562
Cyp2e1,0.04422507927962817,0.0182002158952202
Chrm2,0.04419932574806592,0.018281541962284112
Mxd1,0.044168325190844175,0.018381643764852316
Gm47079,0.0441495108331679,0.018439194592806595
Gm9920,0.04414240814209589,0.01846134946551967
Vegfa,0.04412142897624152,0.018529719276441297
Apoa4,0.04410506881290436,0.018584835974978932
Man2a2,0.04407515991506935,0.018682517643397276
B4galt5,0.044057227255310964,0.01874366823272134
Pomk,0.04405420298858082,0.01875153671942008
Lvrn,0.044051856699907375,0.018756979534377185
Zfp652,0.044024906116659476,0.01884779577213889
Smim41,0.043955292726842114,0.019066649084076463
Meis2,0.043929985017250824,0.019143754540283452
Igf1r,0.043904533416936405,0.01921864268520806
Gm15852,0.043854938750547155,0.019382649547752012
Gm48952,0.04384699447919465,0.019408917510118247
Irs3,0.04383032439164516,0.019464441278731905
Snx10,0.04381236744692969,0.0195279485354985
Pde8b,0.043758330725990655,0.019689297876744477
Zfp809,0.04374711834801428,0.01972817373348662
Kctd10,0.043741185722110686,0.01974731419414647
Zfp574,0.0436957781019024,0.01989951158675715
Gm3364,0.04368459619884847,0.01993552080129784
Gm12207,0.04367767054499308,0.019955476121708234
Nuggc,0.043664116957241476,0.020000566745669718
Kcnj14,0.04365251755491648,0.020041457609569165
Mapre2,0.0436375199761244,0.02009535836179122
Aard,0.04361115856729639,0.020192804420184
Klhl8,0.0436044076610691,0.020215056371533504
Fgf2,0.04354846983013679,0.020411494161970124
Gm10801,0.043546515808243716,0.020415852511607914
Akap12,0.04353083288485037,0.02047010568341116
Lratd2,0.0434959488327457,0.020592682773056873
Ier5l,0.043432852679391135,0.020813567708576133
Gm11266,0.04336285141982786,0.021060675193992365
Gm14634,0.04335248257815638,0.02108988852439193
Spire2,0.04334466038929657,0.021105347695981824
Itpk1,0.04333172818567595,0.02114508374547287
Asb13,0.043322516109244515,0.021171945259459243
Eif1a,0.04329825219675641,0.021259002063151095
Dip2b,0.04328165716322756,0.02132220377055647
Disp2,0.04323919528711256,0.021483210745818323
8030423F21Rik,0.04322988385591279,0.021514186369214896
Myo6,0.04317419940555637,0.021730381972434702
Dock9,0.043157710052736394,0.021791020511172467
Lcat,0.04315552805131746,0.021796574123100494
Wscd2,0.043128288231207436,0.021901517033381522
P2ry14,0.04310453686130326,0.021992514797779878
Khdrbs3,0.043073772595766176,0.02210947904820998
Tgm1,0.04304284736199012,0.02222010622063991
Heyl,0.04301310169493212,0.022334572872770787
Acap2,0.04298731860320322,0.022424345635538283
Pdgfd,0.04298672191666504,0.022424345635538283
Gm17396,0.042985025229297494,0.022428005360809272
Scarletltr,0.04294731275062073,0.022569369068657856
A530013C23Rik,0.04290669259596263,0.022723599150126176
