,T-FAP_2_corr,T-FAP_2_qval
Vcam1,0.2973510950881944,3.6374588410229256e-79
Il4ra,0.2957922505235663,2.760179067494298e-78
Gpx3,0.2947919217679093,9.858837965287713e-78
Srgn,0.2929010423370894,1.0920870807969429e-76
Efemp2,0.29272880406521523,1.3444443507568002e-76
Rgs3,0.29271469217965584,1.35010514689553e-76
Ecscr,0.2915308857150531,6.099729141224378e-76
Cfi,0.29145345565716946,6.645320967948647e-76
Chsy1,0.2913682721466169,7.313100093946079e-76
Il6st,0.28982352545096446,5.190518723162201e-75
Fgf7,0.28827623022111265,3.6488875417418016e-74
Emilin1,0.2847038266953525,3.188778018355875e-72
Postn,0.2840671752150085,6.949484337559697e-72
Runx1,0.280605176863093,4.8356338433501e-70
Gzmc,0.26972687296059067,1.984841271316943e-64
Fbn2,0.26896981560500993,4.737567278857161e-64
Bdnf,0.26875187310773,5.966985296659814e-64
C1ra,0.26838355004041226,9.04783179547894e-64
Fth1,0.2672060032534458,3.4920994428972113e-63
Ncam1,0.2669988192572632,4.3863555725153715e-63
Mfap2,0.2663506517304018,9.147397390578714e-63
Apod,0.2661983615658765,1.0780842138726142e-62
Cp,0.2661244535437145,1.1613044942606587e-62
Sorcs2,0.2650604569632748,3.8856449989060843e-62
Mdk,0.2645140134513628,7.17325590499159e-62
Steap4,0.264496635937587,7.242776305742165e-62
Ccl7,0.2644507393650483,7.555187699697349e-62
Ptgfr,0.260925004813585,3.9793252147938065e-60
Cebpb,0.26013486257424157,9.539625945099193e-60
Ddit4,0.2593402920854309,2.2693328048740284e-59
Plac8,0.25906306787605693,3.059717580207848e-59
Ptger4,0.2578787253248407,1.1265091657078263e-58
Scn7a,0.257618868357061,1.487216794519844e-58
Prokr2,0.2565593832990157,4.733440210987598e-58
Mycbp2,0.2562804156122848,6.3715512923248124e-58
Runx2,0.2543354454111773,5.146538558555661e-57
Mme,0.253871732681955,8.443208262107911e-57
Tspan4,0.25128029983823735,1.3469965241329203e-55
Cyp26b1,0.24936869023208807,1.0108184182200003e-54
Ank3,0.24713733412683028,1.0351380756562794e-53
Gm6093,0.24663689101225983,1.7371034558335484e-53
Lcn2,0.24641033722830327,2.1855602224533536e-53
Smim3,0.24498581221441804,9.601625397931872e-53
Mt2,0.24417186489332446,2.2023073926444554e-52
Col12a1,0.24392058525881677,2.8356003962294454e-52
Trib1,0.24374103040269784,3.389011645052797e-52
Lox,0.24102978902080466,5.382257669460236e-51
Glis3,0.2400186554405517,1.486183653646558e-50
Nek6,0.2388621906810823,4.765049401434141e-50
Srpx2,0.23781341565332195,1.3524162767545957e-49
Pten,0.23724770049382407,2.35358144502863e-49
Gas5,0.23714881798797874,2.5807573660012923e-49
Serping1,0.23634735367634985,5.714995169341394e-49
A630023A22Rik,0.23467080204788748,2.986997059239007e-48
Neo1,0.23324192036634311,1.19940114527511e-47
Cxcl1,0.23305532313161437,1.4313237059146537e-47
Kif26b,0.23203905519542878,3.850584060548726e-47
C2,0.23178872047810223,4.885488599090787e-47
Npm1,0.2312416176993912,8.275761290716374e-47
Actn1,0.23074327955889834,1.3265251616929862e-46
Lgals3,0.23071330622649733,1.3569686234730471e-46
Rnf19b,0.2302753487788982,2.062418498258339e-46
Lgmn,0.2296784813447104,3.652013880509243e-46
Lrrc32,0.22947706419325772,4.408566754695152e-46
Rrad,0.22944077599897317,4.537225734712745e-46
Hivep3,0.2290048213262819,6.8654406239976925e-46
Porcn,0.22883559463553343,8.030587772222795e-46
Nt5dc2,0.2274593275579572,2.988138689718205e-45
Fosb,0.22672853657887074,5.928452485510159e-45
Gng2,0.22668185401627297,6.160623883951067e-45
Cd63,0.22405424256502143,7.26679602832319e-44
Rpl22l1,0.22256906159216797,2.8678783216565247e-43
Bmper,0.2225424347086217,2.922993879146192e-43
Hs2st1,0.22194093123956551,5.059161197842403e-43
S1pr3,0.22123716573666302,9.611637859805531e-43
Col23a1,0.2203516866702217,2.1667217564155714e-42
Rps20,0.2198839491716323,3.3149998979329134e-42
Nxn,0.21971805224009175,3.8399174633423993e-42
Tpm1,0.21962809933672547,4.147808903920069e-42
Kng2,0.21913185751477116,6.468658403590842e-42
Sphk1,0.21905129035008458,6.926416322290845e-42
Hspa8,0.21832419476783538,1.339361851695813e-41
Spon1,0.21710857603768613,4.0046696555269744e-41
Tmem173,0.2166558957867505,6.002798811227793e-41
Angpt1,0.2165731549610557,6.435147480546378e-41
Top1,0.21563130070287928,1.4974039904240149e-40
Bgn,0.21500249288061374,2.607307012162352e-40
Cyp7b1,0.21239268330382785,2.6402886510540703e-39
Fndc1,0.21207918292277245,3.465877484737632e-39
Cyp1b1,0.21171277073576908,4.7649155939920834e-39
Snhg1,0.21152035807089106,5.6169140769312775e-39
Ggt5,0.21137516051897165,6.350807141176349e-39
Acsl4,0.21079000724856892,1.0515332593509083e-38
Mmp19,0.2096862682203487,2.7348631583961316e-38
Lifr,0.2074140826666213,1.933282427475734e-37
Rpl10a,0.20734098634569123,2.0489917668328463e-37
Gsr,0.20730832871287308,2.097281059346914e-37
Aebp1,0.20722401006805405,2.244416200608247e-37
Il11ra1,0.20575794611399695,7.780390137248557e-37
Aqp2,0.20551847054658653,9.50049885542045e-37
Rps19,0.20529273424890196,1.1463094156457656e-36
Ly6e,0.2047025796462661,1.8763818737721207e-36
Rps18,0.2045817726581857,2.0694831752210903e-36
March3,0.20408419009594966,3.126591276938568e-36
Adgrb3,0.20381916765261987,3.8946179104283825e-36
Csf3,0.20348560401913246,5.1154611322024e-36
Dio3os,0.2033659448964583,5.633356775663613e-36
Cdh2,0.202800627042878,8.90758723297125e-36
Enah,0.20139946638083298,2.842716201353784e-35
Adra2a,0.20048832598831218,6.016121480734246e-35
Tcim,0.20038649990740534,6.518486209190045e-35
Timp1,0.19954074675877861,1.3072641749511661e-34
Mmp13,0.19925187921131568,1.6521145479323197e-34
Chst2,0.19910502051154297,1.8567889454511917e-34
Bdkrb1,0.1989746501874713,2.0585168525162663e-34
Aprt,0.19847780468645637,3.0583891176408238e-34
Spink6,0.19777693903121454,5.3867500973128485e-34
Ier5,0.19760564239292233,6.170915925136174e-34
Slc7a2,0.19710756572874416,9.227402822167849e-34
Gzme,0.1966458590493601,1.332647081648998e-33
Gzmb,0.19650064961439495,1.4934321065492303e-33
Irs2,0.19625565911166107,1.8145894932273826e-33
Med13l,0.19575657529369161,2.6966813321506908e-33
H19,0.1957474001020083,2.7059002481668878e-33
Cda,0.19491416874943202,5.196353411972397e-33
Susd6,0.19487473684415582,5.342975678045968e-33
Ptgs2,0.19457407054738707,6.77788998720325e-33
Masp1,0.19454282255391564,6.92326260337346e-33
Mt1,0.19393484202034256,1.1230098391449269e-32
Ppp3ca,0.19363240759058953,1.4248698953365108e-32
Lamp2,0.19354097921457905,1.5269855295566014e-32
Rnd1,0.19319192516908537,2.0097883676709723e-32
Pnrc1,0.1931804162887777,2.020601166457007e-32
Uck2,0.19308171679663047,2.1776826786180354e-32
2600014E21Rik,0.19207216341819625,4.8200838408466304e-32
Tspan11,0.19195893950690895,5.25252227618725e-32
Ltbp3,0.19120333966789133,9.400606320352666e-32
Rplp2,0.18961528270156047,3.2330635637591895e-31
Rpl23,0.18958595566544273,3.295954548110983e-31
Sod3,0.18925790145897012,4.2267993187210505e-31
Rpl32,0.18852369670918837,7.402839654330094e-31
Col27a1,0.1882843752124103,8.881440637231583e-31
1110038B12Rik,0.18800135294938825,1.098037753904848e-30
Ak2,0.18711961526093726,2.1537600270149393e-30
Ddah1,0.18620613796746174,4.313744356171019e-30
Nfasc,0.18556626474422142,6.987318646795248e-30
Bach1,0.18446881837317095,1.5936644199840783e-29
Aqp5,0.1843760890627962,1.6980938012750997e-29
Trf,0.18382716277664085,2.5637214988316146e-29
Map4k4,0.18309201629154262,4.432064417362855e-29
Ccbe1,0.18261463227085017,6.301139262980861e-29
Ube2ql1,0.18241582944088922,7.289394564240595e-29
Fbln2,0.18235648415512234,7.595423860662973e-29
Ssr2,0.18146462015037268,1.4689148155088786e-28
Cemip2,0.18141592815355587,1.5181595161363627e-28
Rps15a,0.18135875089905998,1.5789997373039187e-28
Rps27a,0.18113037336664,1.859248451108658e-28
Spp1,0.18111636663094705,1.8726116620042673e-28
Serpine2,0.18101006649776,2.0199981209399674e-28
Tnfrsf21,0.1809139897615875,2.1624210887724744e-28
Dennd4a,0.18081545672550683,2.31903910786148e-28
Olfml3,0.18059568260214648,2.7208262084188393e-28
Cpxm1,0.1797230239001068,5.104552274941531e-28
Tiparp,0.17903707117402543,8.402806517712637e-28
Pros1,0.17871410502360638,1.0615939519971712e-27
Rps8,0.17820086182564326,1.5358762349165954e-27
Col16a1,0.17808391322046652,1.6625008164624698e-27
Col24a1,0.17733640304977538,2.8482283940955254e-27
Ly6h,0.1771687631935928,3.2072564037215347e-27
Pkdcc,0.17700931704330125,3.589730752621271e-27
Mmp2,0.17663973907996994,4.66357817843986e-27
Chil1,0.17635774727640371,5.701202467843416e-27
Mif,0.17614841300946366,6.591663983053407e-27
Bicc1,0.17564633967874402,9.380041272706055e-27
Rps13,0.17561037427808301,9.5973145706472e-27
Ppib,0.17544650286577732,1.0765279078597494e-26
Rpsa,0.1733592501783848,4.735749959235711e-26
Gpr88,0.17325294626784804,5.091642538009246e-26
Ahr,0.17268355921271983,7.574055832864682e-26
Rps23,0.17265561154113587,7.680417850229313e-26
2410006H16Rik,0.17219540614383044,1.0534363981244377e-25
Nsg1,0.1720992901576045,1.1239783140818888e-25
Nectin2,0.1717550944043336,1.4276787228336098e-25
Mgst2,0.17087749450264453,2.6326074780425457e-25
Galnt10,0.170762163285483,2.8453324166547018e-25
Pdia6,0.1700848259581961,4.522531399047217e-25
Itm2a,0.16994797546422138,4.945915373312439e-25
Sned1,0.16961942840049343,6.194960939355097e-25
Jun,0.16961472575651979,6.197922236357652e-25
Ctps,0.16950073047016678,6.688732790176484e-25
Il6,0.1693495716826764,7.406108128996824e-25
Rpl36a,0.16917875991996673,8.288995311695853e-25
Eef1g,0.16907821302635848,8.86104154664188e-25
Rpl12,0.16867027214529642,1.1709148331803524e-24
Rplp1,0.16800473332270818,1.840338149668541e-24
S1pr1,0.167685133675378,2.2848617237953034e-24
Acvr1b,0.16751749420495926,2.5557125100325465e-24
Eef1b2,0.16713139488734036,3.309254483786464e-24
Traf3ip3,0.16690362317917562,3.834357611284762e-24
Zfp36l1,0.16687037192895038,3.911782432388838e-24
Rpl28,0.1662840811492112,5.781746961395916e-24
Clmp,0.16607312435322077,6.653558363709513e-24
Il18rap,0.16593047451523055,7.290305831833935e-24
Ctsc,0.1658295243709181,7.765280948602904e-24
Pdpn,0.16540728128256857,1.0249665258453754e-23
Fst,0.16537296236731147,1.046278168338817e-23
Rpl41,0.16496880748575135,1.3667802856644666e-23
Myo10,0.1649616806392857,1.369839335893584e-23
D130058E05Rik,0.1646666415022557,1.6661446714456155e-23
Aoc3,0.16407196292180617,2.463512832309776e-23
Gsto1,0.16388034137366447,2.7862185772319296e-23
Mgst1,0.1637348418376291,3.062915806659556e-23
Rpl3,0.1636342107166069,3.259343842195604e-23
Cnn3,0.1631816013489934,4.395610650609531e-23
Tmeff1,0.1629018062849824,5.267840943936099e-23
Lif,0.16261829251596166,6.342419413390213e-23
Azin2,0.16228950661726468,7.846336748760692e-23
Adgrl2,0.16198019852186707,9.602172479432288e-23
Serpine1,0.16187901272489646,1.0240123555658056e-22
Rnf149,0.16174744802192612,1.1113772179954342e-22
Rpl39,0.161573370164341,1.2433965592962439e-22
Calr,0.16149153514867765,1.309027931998018e-22
Mex3a,0.16047126940706233,2.5254134636491456e-22
Rps3,0.16041389633240774,2.61563681058537e-22
Rplp0,0.1602660882674854,2.873865076754473e-22
Ptk7,0.16020219168472963,2.9891189094145334e-22
Psmb8,0.15983662898848058,3.784309226916962e-22
Dio3,0.15914730996363158,5.89347570292499e-22
Bzw2,0.15892898431396713,6.772473549219426e-22
P4hb,0.15880324819842284,7.329017774312255e-22
Rpl27a,0.15814696465277953,1.1088253004136355e-21
Rps21,0.15787404696537208,1.3124144842773734e-21
Cldn2,0.15769141297508352,1.4689372471919002e-21
Rpl36,0.1576839301463435,1.472615691280456e-21
Fgfr2,0.15766414537269338,1.4880117211450472e-21
Rps28,0.1575349772398481,1.6091665934555615e-21
Zfp36l2,0.15733066691972994,1.8300462839945345e-21
Nfkbiz,0.15724517931612855,1.9285850291976596e-21
Stox2,0.15655308873538853,2.9797873318104605e-21
Ndrg1,0.1560201920404204,4.134895686971865e-21
St3gal5,0.155812931521795,4.7052979135580725e-21
Myc,0.15576685643861266,4.83394568496535e-21
Btg1,0.1552113400251754,6.838434352778273e-21
Rbp1,0.15512859918158314,7.173258702135848e-21
Rps24,0.15507256683285028,7.414994946647408e-21
Rpl27,0.15500848939683037,7.703784886804315e-21
Vmp1,0.15454055351743387,1.0297021666003147e-20
Ptn,0.15453161201933602,1.0332480680049716e-20
Ifi205,0.15444659094444646,1.0875639282271305e-20
Ifitm3,0.1538192148579616,1.6009560537410898e-20
Sox9,0.15365990565614687,1.7647564068981727e-20
Rpl24,0.15357184290429335,1.860514996734303e-20
Taf1d,0.15325524334978793,2.2617610911738396e-20
Il13ra1,0.15322613129280632,2.298217274749919e-20
Il20ra,0.15314123703509194,2.4177900138846066e-20
Rps12,0.15288492037089962,2.829582068024869e-20
Ddit4l,0.15283904003765167,2.9052045656053156e-20
Tfr2,0.15276823182989763,3.0293645981883296e-20
C1qtnf12,0.15274691041414565,3.0632278680124746e-20
Ifrd1,0.15269043650924385,3.159118106047981e-20
Ryk,0.15257893365444103,3.364069009332529e-20
Rac3,0.1524639796508359,3.597432280130312e-20
Maged1,0.1524315606301267,3.655153813297294e-20
Rps5,0.1522197862075399,4.1584904239400637e-20
Kcnma1,0.15210522813328697,4.4544927279961325e-20
Fbl,0.15194235984027102,4.915797848804681e-20
Ggta1,0.15170560788512083,5.677093225160131e-20
Col14a1,0.15161504943189183,5.99053810434867e-20
Colec12,0.1515980310305538,6.04123533023719e-20
Tnfaip6,0.15148255616101441,6.473089918972976e-20
Rps9,0.15143872594758467,6.622907630742203e-20
AU020206,0.15119448286711648,7.649014295774026e-20
Igfbp7,0.15038753238980468,1.2488396769968448e-19
Mest,0.15032302864907612,1.2963953796345078e-19
Apln,0.15028837343164902,1.3214497165827926e-19
Ccn4,0.14992640365803386,1.6411231470721564e-19
Igsf3,0.14990210239281315,1.6622528226676187e-19
Rpl9,0.14963573061965174,1.946804398013046e-19
Rpl34,0.1493638293049002,2.29162440108829e-19
Cpxm2,0.1491051176725007,2.6699447764158268e-19
Csnk1a1,0.1490126291135235,2.818075120930506e-19
Tnn,0.14896487182203227,2.8949520766465664e-19
Lgals3bp,0.14891197368297762,2.983166897793435e-19
Rpl18,0.1479675772038205,5.249563949364623e-19
Rps16,0.1479632865424215,5.252809674231822e-19
Tor2a,0.14785936959444587,5.580043658127585e-19
Pabpc1,0.14758913471101828,6.548743602048792e-19
Gaa,0.14736517792097473,7.459061346877303e-19
Btg2,0.147036856427855,9.057763855548692e-19
H3f3b,0.1468773735535232,9.942260055450344e-19
Fau,0.14677932877328423,1.0520000702615446e-18
Ier3,0.14587712321555923,1.7904880535716387e-18
Rpl18a,0.14516643805537985,2.713348326321413e-18
Qsox1,0.14426932389732863,4.559037517330459e-18
Pim1,0.14415287706597404,4.861843141670563e-18
Noct,0.1439481125279847,5.469238177211337e-18
Pnp,0.1438077597019415,5.924740342884786e-18
Rnaset2a,0.14369803753670113,6.292309440537905e-18
Dusp1,0.14363605394867013,6.48952052748773e-18
Bhlhe22,0.14345690475304285,7.159884694336262e-18
Arid5b,0.14338083403597202,7.469832722402782e-18
Pth1r,0.1431998610867547,8.282616509145816e-18
Snhg12,0.14280955665383244,1.0347560370296418e-17
Nfkbia,0.1426482164191175,1.1318317119756278e-17
Crlf1,0.1424219954843014,1.2851564525621227e-17
Vegfd,0.14231608541988466,1.3636611130116247e-17
Chd7,0.1421092787125278,1.5335157642399947e-17
Ncam2,0.14207595216234298,1.5603881838328917e-17
Gm14636,0.14192722199336658,1.6967607755886547e-17
Osmr,0.1419068588613156,1.7136368231091796e-17
Eif4a1,0.14186831762690152,1.748870072103007e-17
Ckap4,0.1418547900109638,1.7593391779012683e-17
Nfil3,0.1418306676361862,1.780688255246595e-17
Rps7,0.14169900186840798,1.9171708242505025e-17
Adam12,0.14166447585470546,1.9520434843826975e-17
Rps10,0.14154249917703185,2.0860882760994464e-17
Il3ra,0.1410745456430062,2.7223369227471734e-17
Rpl7,0.14104286490544277,2.7671376518901217e-17
Crtap,0.14103020385805706,2.7822661508692663e-17
Casp4,0.14037774991101132,4.0146002417021307e-17
Rps17,0.14033005444373772,4.117683992535707e-17
Rpl11,0.14012222123480905,4.6012172876408436e-17
Tbc1d2b,0.14010358657202218,4.6419931956568856e-17
Rbm3,0.14005977971632994,4.7422163111241755e-17
Col1a1,0.13991975015334335,5.1163276249157587e-17
Sdc4,0.13955032341819373,6.295515871021125e-17
Mdfi,0.13909950674076163,8.077495274221735e-17
Gas1,0.13878093716155246,9.630384026113754e-17
Rpl6,0.13876465461031273,9.702204780314101e-17
Zbp1,0.13866528332946648,1.0241702754940657e-16
Draxin,0.13842123135204432,1.172477319118468e-16
Etv6,0.13816027387616775,1.3500636769322486e-16
Ephb2,0.13760795845187734,1.8284530906244878e-16
Arhgap8,0.13703016280646135,2.5085050387602076e-16
Cox6c,0.1368198127820782,2.8140512301035604e-16
Hspd1,0.13664303190891622,3.0929646857269775e-16
Rpl13,0.1366163608930938,3.1336721835035267e-16
Plxnd1,0.13642944892275358,3.4689369608816797e-16
Fosl1,0.13595669641688463,4.486979267206541e-16
Kcne4,0.13590505405686784,4.608632257396264e-16
Grb10,0.135872165307405,4.6849685071904e-16
Hspe1,0.13584800300525945,4.739759639835218e-16
Rcn1,0.13558790215784253,5.431803604349959e-16
Gm12840,0.13532747570169623,6.255291687375831e-16
Rpl19,0.13509742893975807,7.082978655933031e-16
Slc44a2,0.13468593016382288,8.795021840575876e-16
Dclk1,0.13426310155562837,1.1034932237524324e-15
Chrdl2,0.134222579001744,1.1262267629019676e-15
Rdh10,0.1341245541007707,1.1839571871259832e-15
Zfas1,0.13411291530721195,1.189535857954909e-15
Smoc1,0.134021947013031,1.245698520747905e-15
Tnfsf15,0.13389329423413468,1.3335379100185033e-15
Hsp90aa1,0.13375751154167315,1.4329973771224929e-15
Slit2,0.13368900768912562,1.4847358712626018e-15
Rps2,0.13353058261690876,1.6097867965695503e-15
Gem,0.13328359721848454,1.8306433199089338e-15
Arsi,0.133280224311495,1.831070146000478e-15
Il1r2,0.1329996831403805,2.123107724678306e-15
Gxylt2,0.13279045075439783,2.36846277613513e-15
Sdc1,0.13265473095107697,2.54353349282041e-15
Rps25,0.13250341343150798,2.7413711793949322e-15
Gnl3,0.13248579768700536,2.763065320723767e-15
Tubb2a,0.1321486845325193,3.29415554122104e-15
Gja1,0.13210532036547873,3.366184311834835e-15
Mapk6,0.13199585730744778,3.563391821015825e-15
Whrn,0.13188917018365304,3.766392294365216e-15
Rpl37,0.13179550299694837,3.947149665652029e-15
Cd320,0.13169738557156752,4.15267034864659e-15
Plppr3,0.13134916976162442,4.982646861459224e-15
Gm17167,0.131344784866543,4.986621611185583e-15
Serpina3g,0.13133672821005615,5.000356566840848e-15
Cstb,0.1313168267003815,5.038100067179057e-15
C1qbp,0.13121817661316496,5.292927601195498e-15
Cdkn1c,0.1307586405676666,6.7419819236700984e-15
Marcksl1,0.13058297069977554,7.364467835097387e-15
Angptl8,0.13056745372417233,7.413874288762626e-15
Pdlim5,0.13049706274038608,7.683020833469586e-15
Nfkb1,0.13043034725350142,7.94636998005601e-15
Comp,0.13003019140965355,9.78156115586457e-15
Rpl8,0.13002608243945687,9.788047529900449e-15
Myo7a,0.1298706392508334,1.057383158643314e-14
Cebpd,0.12944243230590124,1.32162238045223e-14
Rps3a1,0.1293993156035239,1.3497801301380641e-14
Nme4,0.12936908628704083,1.3692667138805465e-14
Pde11a,0.12918167281894719,1.5035367838068142e-14
Dusp6,0.1291587923382993,1.5193717979709212e-14
Fzd1,0.12901219380936285,1.6378022655210732e-14
Slc5a3,0.1289819961691821,1.6613613783655077e-14
Plagl1,0.12878809603468544,1.8326569999895452e-14
Junb,0.1287767063246744,1.840861122808334e-14
Capn6,0.1287304309025513,1.880249647141276e-14
Rab20,0.12860828899588833,2.0007085196466193e-14
F730043M19Rik,0.12813254460836468,2.5389707597929425e-14
Ctsz,0.12808149135973532,2.5995023685767926e-14
Jak2,0.12804381742682475,2.646901231723149e-14
Odc1,0.12743064605364657,3.612365306370264e-14
Oat,0.12704240260104516,4.404686367030396e-14
Gpc1,0.12699794441322382,4.4999848760129064e-14
Sbno2,0.1269148780843508,4.6893193115661336e-14
Prdx6,0.12620923606460266,6.671538125646275e-14
Lamb1,0.12608656602970705,7.092234967124226e-14
Uba52,0.1260097686972353,7.344217549402303e-14
Rpl31,0.12579748584730613,8.159311244796027e-14
Egfr,0.12572142454175728,8.45732307909967e-14
Vtn,0.1257049683029081,8.516456834509727e-14
C4b,0.1256374875880499,8.801216919763276e-14
Fscn1,0.1256263955926339,8.838628119633116e-14
Clec11a,0.12559343186216557,8.975338526645971e-14
Olfml2b,0.12557592057443842,9.042928494356004e-14
Tsc22d1,0.12553824864330534,9.204739898640796e-14
Rpl14,0.1254860383339235,9.425733620266658e-14
Pcnx4,0.1253274182964958,1.0200920180319404e-13
Gdnf,0.12485313213254981,1.2930061754136356e-13
Nfe2l2,0.12481361779382448,1.3172351598642464e-13
Rsrp1,0.12471274036203481,1.3840831331813501e-13
Gng12,0.1245149988166196,1.52278008295324e-13
Rpl15,0.12440952925805161,1.6013883842780637e-13
Rps26,0.12438566252393601,1.618517475913514e-13
Efnb1,0.12436568012455068,1.6304226760993408e-13
Grasp,0.12420627342216531,1.7639686365557083e-13
Fuca2,0.12399086534299128,1.9625878643294006e-13
Nfatc4,0.12379725900987469,2.15947623077863e-13
Mfsd10,0.1237804974600044,2.1747243092821366e-13
Ampd3,0.12376679488884736,2.1867326907563682e-13
St6galnac5,0.1237566401663106,2.194910982613279e-13
Rps6,0.12374769621190694,2.2017891150402048e-13
Ccdc12,0.12369256063869645,2.2603025166786258e-13
Rps27,0.1236637448504447,2.290023814639591e-13
Arxes2,0.12325857553210688,2.7994045813740556e-13
Adh1,0.1229711042284857,3.221277541040598e-13
Sptlc2,0.12294993713202615,3.2510017539446044e-13
Ctsl,0.1228069620882699,3.482584916467124e-13
Rps14,0.12272073745239066,3.6234691141953087e-13
Il17ra,0.12267780512567487,3.691648540925608e-13
3010003L21Rik,0.12259776219858556,3.8359788297793425e-13
Akap1,0.12259499390517284,3.836176422810335e-13
Mcoln2,0.12188938864737509,5.379382384137412e-13
Klf6,0.12178476393111189,5.65638404708936e-13
Riok3,0.12172384324759833,5.820917675163466e-13
Phldb2,0.12165348732466844,6.018009254475793e-13
Tapbp,0.12147939616144963,6.538367135127577e-13
Nr4a1,0.12117611375595871,7.567025205441944e-13
Npm3,0.12107455560626189,7.942425818998124e-13
Rpl4,0.12063529804559231,9.792259152209477e-13
Mafb,0.12063235447822479,9.793732338527506e-13
Elovl5,0.12047913381125609,1.0512273948983111e-12
Spidr,0.12026073553766738,1.1630995948577826e-12
Ppm1l,0.12011460094077034,1.2470624431665787e-12
Tspan6,0.12000817273929602,1.3098169149302851e-12
Skap2,0.11993771905563973,1.3519009229156885e-12
Thbs2,0.11984251814459448,1.4121421705794268e-12
Eif3i,0.11965686277307835,1.5409918077394325e-12
Pkm,0.11952912430754459,1.6329531855611315e-12
Slc39a1,0.1193928774199863,1.741778750174179e-12
Rnaset2b,0.11936340781783045,1.7623048014530686e-12
Avpr1a,0.11915017791156954,1.9481537520786625e-12
Pdia3,0.11861647472595697,2.5143504254740714e-12
Csrnp1,0.11831105528341368,2.895758232406298e-12
Mapkapk3,0.11819810714901594,3.052555792574332e-12
Smad7,0.11802346015104347,3.309702560483893e-12
Foxp1,0.11799489757944559,3.3509551469885643e-12
Ace,0.11768576019007639,3.872803092861634e-12
Anpep,0.11758046415407335,4.0665629704396734e-12
Acsl3,0.11752758831293944,4.159822737069964e-12
Tmem121,0.11718888047458587,4.866660073854318e-12
Rspo3,0.1167131878671351,6.034431457350722e-12
Rps15,0.11656358755245816,6.467418059870661e-12
Mpzl1,0.11653854161404589,6.53626560828188e-12
Rpl13a,0.116446611802979,6.817081881364601e-12
Med10,0.11642026023719972,6.893822539524461e-12
Rrp1b,0.11626462187014455,7.39044429550018e-12
Tpt1,0.11620770280827605,7.581587439609802e-12
Mark1,0.11615222284249098,7.771835840200237e-12
Ccl2,0.11614981469940071,7.771835840200237e-12
Echs1,0.11597152294635418,8.439479628200415e-12
