,T-FAP_2_corr,T-FAP_2_qval
Slco5a1,0.08001787118468286,6.816241338282638e-06
Adcy4,0.07994946389182017,6.957231271949665e-06
Rasl12,0.07981786454593215,7.248636349788209e-06
Snhg15,0.07979034335082787,7.309386009929045e-06
Surf4,0.07972360877387176,7.460665110106718e-06
Btf3,0.07970120197085691,7.5060679554735794e-06
Pdk3,0.07969279442494949,7.522034523531807e-06
Dpt,0.07968714927416874,7.531272741724489e-06
Galnt2,0.0796342986776143,7.65239685227547e-06
Dnajb6,0.07949266893578702,8.002552285946928e-06
Acvr2a,0.07948727227078951,8.01171497888197e-06
Ltbr,0.07948360579532662,8.016393063187351e-06
Itm2c,0.07945524257876885,8.080651416511172e-06
Slc25a37,0.0793359737407733,8.358454672439535e-06
Olfr1389,0.07923285235170231,8.621162333189411e-06
Med13,0.0790178253767996,9.218641648323194e-06
Cdkn2a,0.07887677157486282,9.624079423536498e-06
Ptma,0.07866014159032915,1.0281192039353475e-05
Ankmy1,0.07844163689411006,1.0993286980923476e-05
Man2b2,0.07843113882993855,1.1011850802128812e-05
Tenm3,0.07836698530458781,1.122693385916369e-05
Lgals1,0.07829381994186864,1.1479062915355424e-05
Gm47283,0.07819817996446098,1.1814168694094113e-05
Cxcl2,0.07812787365999031,1.2067943303650811e-05
Sox12,0.07796966060677701,1.2662039197299449e-05
Dbt,0.0778931170163003,1.2966562252342114e-05
H2-DMb1,0.07781239816171401,1.3287944749342155e-05
Suco,0.07757467896589763,1.4253579671970046e-05
Mctp2,0.07752468344760657,1.4464177583341973e-05
Nme1,0.07751713223464414,1.4490355751417208e-05
Rev3l,0.07747629944787636,1.465323503939922e-05
Abcb1b,0.07744574867212677,1.4778360980342e-05
A130010J15Rik,0.07743862611877904,1.480309685084117e-05
Peli1,0.07732197735911614,1.5305712054881607e-05
Pik3r3,0.07732008843604397,1.5305997469884376e-05
Sema3f,0.07723677679099503,1.570474725228174e-05
Fmnl3,0.07721231205421239,1.581727363542288e-05
Bcl11a,0.07714147831867804,1.61557960372055e-05
Lrpap1,0.07713657496942786,1.6171455608810206e-05
Pdxk,0.07706174860893157,1.6528512887471336e-05
Ddx21,0.07704279165929291,1.6608330509712112e-05
Gm8773,0.07696933290520595,1.6977095172073917e-05
Tgm1,0.07693872014541137,1.7121626658834075e-05
Tmem258,0.07685168631572073,1.756602658311646e-05
Gm20186,0.07678778265273818,1.788098839622458e-05
Vars,0.07677581440296478,1.7938012819563692e-05
Cep85,0.07672293500771891,1.822755340539893e-05
Tlr8,0.07664359708712942,1.8559412449138966e-05
Ccdc177,0.07664359644001602,1.8559412449138966e-05
Ldhc,0.07664359644001602,1.8559412449138966e-05
Gm50163,0.07664359644001602,1.8559412449138966e-05
Odaph,0.0766435961259389,1.8559412449138966e-05
Gm13613,0.07664359610361621,1.8559412449138966e-05
Kcna7,0.07664359560339935,1.8559412449138966e-05
Celf6,0.07664359560339935,1.8559412449138966e-05
Glipr1l1,0.0766435934972731,1.8559412449138966e-05
Gm33906,0.07664359317295537,1.8559412449138966e-05
Slfn14,0.07664359278844966,1.8559412449138966e-05
Dusp10,0.07663145115127128,1.8619571728496556e-05
Golga7,0.07651436082775721,1.924906436216806e-05
Tmbim6,0.07645234448853369,1.9592681896123996e-05
Prkacb,0.0763842229677278,1.9988131911121307e-05
Nrg1,0.07627605663224277,2.0654378463337762e-05
Shisa3,0.07627061811948199,2.0677810966707554e-05
Arhgef25,0.07619832528417646,2.112518516482398e-05
Cdh3,0.07592731459977692,2.2905490762656064e-05
Lgi2,0.07587733480974955,2.325053314264189e-05
Saa1,0.07583621875203178,2.3527028412283482e-05
Fkbp1b,0.07583561824211611,2.3527028412283482e-05
Aff1,0.07581370561092093,2.367419461949928e-05
4921524J17Rik,0.07575890161290909,2.4049607547837553e-05
Zfp385b,0.07567720038384904,2.4641609222544015e-05
Scn9a,0.07564780901798734,2.4852889172935366e-05
Gm48302,0.07562812365465227,2.4990779096857666e-05
Inf2,0.07559797832056268,2.5210804433473238e-05
Tha1,0.07555749841854412,2.549987921181507e-05
Phip,0.07549223952861239,2.599024946527148e-05
Hfe,0.07539164825518091,2.6750278497716597e-05
Picalm,0.0753353668849203,2.7188345494523735e-05
Gm3830,0.07528534540112637,2.7580066207380283e-05
Clstn2,0.07526295762721472,2.7755528191592024e-05
Cd38,0.0750972380045121,2.914252525853288e-05
Egr1,0.0750268883875661,2.972988978620237e-05
Sec61g,0.0749990955479509,2.995165247951557e-05
Gm20631,0.07499602722106467,2.9963420323248687e-05
Dnm3os,0.07492492127916953,3.05905000006791e-05
Slc19a1,0.07483290214605112,3.136213497858162e-05
1700017B05Rik,0.07476514360464243,3.198443981569625e-05
Fam43a,0.07476051133806857,3.200345922384211e-05
Tmsb15b2,0.07472456713236372,3.233097210154964e-05
Rasgrp3,0.07467398542385113,3.2763410421605126e-05
Cdk4,0.07459971976904181,3.3460601244390044e-05
Phpt1,0.07459220374404193,3.351928366984864e-05
Hnrnpf,0.07458039311100842,3.362211956735615e-05
Eml4,0.0744526495723869,3.4920100935203884e-05
Apbb1ip,0.0743935540549187,3.5496803578694004e-05
Flnc,0.07432628105153784,3.6211621542124e-05
Isg20,0.07426513301665565,3.685158101305212e-05
Dzip1l,0.07418172330030966,3.77364684748319e-05
Gm48045,0.07414198892863942,3.817394439788565e-05
Mir155hg,0.07412545249578469,3.834538389981591e-05
Ptpn1,0.07408099266278947,3.882436505941789e-05
Sfxn5,0.07402764400624681,3.9436319479943165e-05
Tyms,0.0738444323646704,4.1529504361622896e-05
Apobec1,0.07374587194991573,4.273943491184507e-05
Rex1bd,0.07373535173500764,4.2852532430173215e-05
Prr16,0.07361660738241037,4.4344846749509296e-05
Zfp593,0.07360174797535615,4.452021688579522e-05
Lacc1,0.0734614326519231,4.634336132763217e-05
Selenop,0.0733418581953681,4.798904616992246e-05
5430416N02Rik,0.07324391694608122,4.934277229504438e-05
Larp4,0.07312918475515692,5.09618926164408e-05
Smyd5,0.0731127803466449,5.118590105333681e-05
Snhg16,0.07305869051066004,5.1966867359228396e-05
Gm26724,0.07302817247540924,5.238837746025576e-05
Agfg1,0.07298525992493342,5.298140236458401e-05
Rcc2,0.07289061083066069,5.444447336024049e-05
Fcor,0.07268737099797637,5.775691587327225e-05
Lman1,0.07259423974325745,5.928765585513866e-05
Ubc,0.07254305595579935,6.013426771448619e-05
Lrig3,0.07251710066757969,6.0536693033507905e-05
Ptbp3,0.07247884096673456,6.11649907541057e-05
Pgap1,0.07241648383089268,6.227597055883379e-05
Mxra8,0.07241061094993102,6.23520377241951e-05
Nufip2,0.07236179901260616,6.316291547178652e-05
Idh2,0.07216627079778964,6.675684026107003e-05
Wnt16,0.07197375925355189,7.037293265251871e-05
Ctsa,0.0718526928197787,7.281854840248897e-05
Ldha,0.07183732438955612,7.311129951972337e-05
mt-Co1,0.0718040762541213,7.375474284350024e-05
Pdgfa,0.07173564556993839,7.517828808149782e-05
Mydgf,0.07173167778685084,7.52272786564043e-05
Set,0.07172114230624446,7.542195487312338e-05
Egr4,0.07169693727225848,7.592185306152602e-05
Galk2,0.07168803400872675,7.608172335031925e-05
Pabpc4,0.07168506433849169,7.610898069268243e-05
Grwd1,0.07164808818770937,7.690146627848548e-05
Adamtsl3,0.07163800627376404,7.709003839182922e-05
Eef1akmt3,0.07151890109743396,7.97117407449931e-05
Zfpm2,0.0714930497675932,8.027750754623768e-05
Cpne8,0.0714828465135292,8.047684807029618e-05
Asns,0.07139591127163095,8.2343207584322e-05
Pax1,0.07138922091257473,8.246257221938899e-05
Cnksr3,0.07120828536261041,8.672506133941565e-05
Acot1,0.07118160489202503,8.73148376551533e-05
Gm26682,0.07108129788414241,8.968166825487176e-05
Rbm26,0.0709968847807824,9.182373205982304e-05
Wdr43,0.07098220399604421,9.21706746727943e-05
Tcof1,0.07095848974551909,9.276272551029171e-05
Ogfrl1,0.07095433045552439,9.276901093576859e-05
Mcpt4,0.07095303443269592,9.276901093576859e-05
Hsph1,0.0709189083819866,9.355350687546505e-05
Ddx50,0.070878278819572,9.452319708060665e-05
Fas,0.07084475351115682,9.540164631031368e-05
Stx6,0.07079131047889843,9.684712953783223e-05
Lmna,0.07076620653553073,9.740891377435424e-05
Hnrnpa2b1,0.07071636411517761,9.877997240282117e-05
Emc10,0.07070999362026557,9.891307195832273e-05
Kif21a,0.07070380971378724,9.904099402700037e-05
Polrmt,0.07064250700247625,0.00010066718811184087
Prtn3,0.07059040015601284,0.00010209762829092379
Auts2,0.07053279324704573,0.0001036605883732657
Gm15886,0.07049681288817997,0.00010458936242961696
Adamts4,0.07046030127937367,0.00010559517429355352
Gm1673,0.07043272810309306,0.0001063335347251039
Akap7,0.07043104527224406,0.0001063335347251039
Prag1,0.07035175165317402,0.00010869159288098678
Lgals9,0.07028811869310907,0.00011065321618790724
Gm44686,0.07027144329412571,0.00011107659906792314
Erlec1,0.07013733043279947,0.0001152861003520794
Agtr2,0.07008750046006507,0.0001168370939972568
Por,0.0700564082131089,0.00011777093730456352
Trhr2,0.06994173860557885,0.00012135972168013231
Marc2,0.06991432031070388,0.0001222594277041063
Nmt1,0.06989341981927562,0.00012287757974290887
Slc25a4,0.069855640161898,0.00012415360550307056
Fchsd2,0.06974300935824933,0.0001279157445798772
Igdcc4,0.06974006400886022,0.00012796077900042603
Arid5a,0.06966329606267543,0.00013067832758752198
Elmsan1,0.0695738753125429,0.00013380318765432165
Suclg2,0.06950850191069821,0.0001361942977410466
Pigt,0.06948103893341041,0.00013720011429250935
Otulinl,0.06937254364447026,0.0001414474131950234
Naf1,0.06932823646624342,0.00014303607695280267
Gxylt1,0.06927613027586445,0.00014510539702725073
Qtrt1,0.06924099714607021,0.00014649336572766694
Fbln1,0.06922151707215246,0.0001471644288255844
Sgcb,0.06916529296847394,0.00014941065525312275
Tkt,0.06916486737988903,0.00014941065525312275
Rpl35,0.06911335469980319,0.00015152031113176945
Serpina3m,0.06902137148899697,0.00015532778867633748
1810073O08Rik,0.06889526274961429,0.0001606733566981712
Ppp1r18os,0.06888925586473228,0.0001608690240770745
Extl3,0.06882466374071709,0.00016363987708305162
Serpina3i,0.06881190654151459,0.00016404250766425556
Lsm12,0.06879608813155388,0.00016461186718291928
Hacd1,0.06877130399882525,0.00016569058224031208
Gar1,0.06873304275388786,0.00016733217987211708
Trip6,0.06871552524554758,0.00016808207882463295
Nop58,0.06868811763320007,0.00016930793223540578
Cpne2,0.06868510484391227,0.0001693704133895035
Mbd4,0.06867396952225753,0.00016982241045587852
Tln2,0.06864825952864637,0.0001708659278575796
Slc7a6,0.06862801308907582,0.00017165607577396
Bbx,0.06862743560113034,0.00017165607577396
Rest,0.06852726115835754,0.00017607098090740238
Fkbp11,0.0684997663632505,0.00017718658623634044
Rcn3,0.06849654285279057,0.0001772627800588892
Ripk3,0.06845224496184212,0.00017940424700625245
Sik1,0.06841805416046448,0.00018096753503681138
Plpp2,0.06838031677145096,0.00018272616160991515
Fzd3,0.06837655417859956,0.00018283246550706753
Trps1,0.06832823087851789,0.00018498251358731684
Bri3bp,0.06830606840735155,0.0001859620454305426
Fgfr3,0.06824525818464358,0.0001889885649282636
Slc25a30,0.0682342525750624,0.00018939372295269504
Fndc3b,0.06822959078834123,0.00018955186450991192
Cox7c,0.06819674278747985,0.00019112986266499636
Atg101,0.068195427416804,0.00019112986266499636
Nr2f2,0.06815072808414993,0.00019333714861887778
Ssbp4,0.06806304715754165,0.00019796335390906495
Lpgat1,0.06802752133076147,0.0001998495720380971
Fabp5,0.06796937429472792,0.00020303483883925576
Foxo3,0.06794710819803156,0.000204111176386648
Atxn1,0.06790662509588538,0.00020633886847549183
Ugt1a7c,0.06784751104352615,0.0002095798595014473
Tbca,0.06761396622824843,0.00022274772504150882
Cd47,0.06759937953075106,0.00022354969490002847
Slc38a4,0.06759366311401908,0.00022380081923778632
Metap1,0.0674803583692202,0.00023086256423623567
Crisp2,0.06744443948395082,0.00023303523357980993
Ubtd2,0.067443294566582,0.00023303523357980993
Manf,0.0673700444968643,0.00023738116024911386
Psap,0.06732456462919115,0.0002400601782675805
Mgp,0.0672762517446396,0.00024295881873760548
Saa4,0.06726554122152205,0.00024356786250892518
Fos,0.06722945538309844,0.000245902018018381
Eif3h,0.06719959794540722,0.0002477139494301865
Ipo7,0.06709543229999354,0.00025436905500472485
Luzp1,0.06706797990176211,0.0002561888282843354
Chka,0.06696732161382243,0.0002630487441611576
P2rx4,0.06691436942750709,0.00026619797644111766
Matn4,0.06691414445969267,0.00026619797644111766
Gm16538,0.06689196189974814,0.0002677084166973431
Yy1,0.06688405524070291,0.0002681569364232697
Mtf2,0.06688254314381989,0.0002681569364232697
Fndc3a,0.0668675421118316,0.0002691443973155371
Arxes1,0.06681009078094373,0.0002726855985864977
Igfals,0.06676650586058988,0.0002755987437953423
Ppp1r3b,0.0667126860194075,0.0002794555344253334
Dnah1,0.06670472056746402,0.0002799401588187384
Fndc4,0.06667388150033536,0.00028219569347717803
Runx2os1,0.06653522538801794,0.0002923498604847095
Mrpl50,0.06650360925467003,0.0002947628130815784
Nup98,0.06649464973627724,0.00029521822998183027
Cdk14,0.06646738947406274,0.0002970268449472568
Eif3k,0.06645610095885877,0.00029781186965927335
Relb,0.06642102136708357,0.0003004156843791676
Pum2,0.06637919144961359,0.00030374031308997256
Tnfaip8,0.06631748784554592,0.0003083536962130428
Ipo5,0.0662887562886118,0.00031050513815215414
Comt,0.06627273156603747,0.0003117276310823378
Zcchc14,0.06622578752163888,0.0003156114569745687
Plppr4,0.06620613951701908,0.00031716686223045806
Man1a2,0.06612417331746823,0.00032361293710951854
Pum1,0.06609560518941117,0.0003255563014211183
Tubb2b,0.0660706387985922,0.00032763315885231354
Agtr1a,0.06606241205373857,0.0003282208690707147
Arhgap24,0.06597520684149391,0.0003356610612775516
Atp7a,0.0659270416032179,0.0003396330562933451
Nradd,0.0658958950707614,0.0003422160661124999
M6pr,0.06584960798880497,0.0003460848751342424
Rad54l,0.06576341259898391,0.0003536517665081322
Prkcsh,0.0656538349295831,0.0003632299465838845
Phyhd1,0.06565339282138924,0.0003632299465838845
Nolc1,0.06561090317233786,0.0003672738835409059
Smim4,0.06552349720211495,0.0003754013910330002
Shisa4,0.06550844761349224,0.0003764730296428177
Tmem53,0.06550802431901068,0.0003764730296428177
Mmp23,0.0655013139887933,0.0003769893591259725
Frat2,0.06538879946504036,0.00038811603673948166
4933413C19Rik,0.06537935475800835,0.00038893465140121716
Col5a2,0.06535891745836353,0.0003909137894735938
Tasp1,0.06528574297858177,0.0003981809046526966
Noc2l,0.06513135690450789,0.0004136287355104142
Mecom,0.06512259809093668,0.00041442188668848104
Ucp3,0.06510310564388246,0.00041623376802490795
Gm26531,0.06510310564388246,0.00041623376802490795
Gm3896,0.06508019195430252,0.0004184382261564465
Malsu1,0.06503839721601362,0.00042298124852607776
Ch25h,0.06502295029812241,0.0004245540802375749
Ptch1,0.06500087803547508,0.0004265160049864156
Prpf38b,0.06496821466723836,0.0004298965955220054
Rab29,0.06496448902845318,0.00043013781110444596
Bcl9,0.06494981034065232,0.0004314573577110715
Lrp6,0.06487026681293502,0.00044037952032025164
Acot4,0.06478052450193962,0.00045050796582198733
Zfp36,0.06470790477482867,0.0004591514830979541
Adh7,0.06468204664114312,0.0004619343257865441
Lsp1,0.06467450188546654,0.00046266500878591234
Rasl11a,0.06456327757304343,0.00047579184043709317
Ivns1abp,0.06455227343866661,0.0004769836653251158
Mrpl52,0.0645006139243025,0.00048255284977802916
Mdn1,0.06446643701186577,0.000486548335093272
BE692007,0.06440331070246685,0.0004941596257943998
Tfdp1,0.06433813106207763,0.0005021576727549809
Car13,0.06430620016410762,0.000506223427443839
Gm43566,0.06428555836413756,0.0005087902343588302
Utp14a,0.06425758804888833,0.000512144799173196
1700029H14Rik,0.06424807354111622,0.0005132196159646578
Serf1,0.06423506192633541,0.0005147749062090413
Mtss1,0.06418945433150092,0.0005203754934647996
Ostc,0.06418621078000718,0.0005205989524847723
Fxyd6,0.06418323511083641,0.0005207855278847245
Cxcl16,0.06416065236541978,0.0005225637959718032
Pla2g15,0.06405339525994157,0.0005371853924818961
Gstm5,0.06403554227952868,0.0005392693832953688
Prom1,0.0639987162773076,0.0005440893984192858
Cacna1c,0.06386897473146266,0.0005621306377625899
1810013L24Rik,0.06379044185823042,0.0005726906241524534
Irs1,0.06374428853694013,0.000578968693711437
Afg3l2,0.06365476443137587,0.0005915390779469833
Camkk2,0.06362952246554597,0.0005949799682565888
Zfp661,0.06361607646140845,0.0005968372538424205
Gm43086,0.06361038472543298,0.0005973337774751728
Pdzrn3,0.0635451708169475,0.0006060202166524743
Mgmt,0.06349491918461844,0.000613044551825148
Pafah1b3,0.06345993382280915,0.0006184478700651854
Bambi,0.06344845088011981,0.000620054639133183
Tnfaip3,0.06344257259456093,0.0006205281294721435
Cfap206,0.06344232474402053,0.0006205281294721435
Pde3b,0.06343120812259744,0.0006218739042781364
Sco2,0.0634308613660478,0.0006218739042781364
Sde2,0.0633797590664844,0.0006300112092145667
Haus7,0.06336954635784588,0.0006314358987210713
Wwtr1,0.06335198902981942,0.000634084903898055
L2hgdh,0.06333965824073783,0.0006358716954061094
Pfkl,0.06328729998251621,0.0006438501465217163
Myd88,0.06320763798382956,0.0006566028500252992
Arhgap29,0.06319820708954897,0.0006579496329502858
Nab1,0.06314434091303053,0.0006670126408738627
Dnah14,0.06310954458775646,0.000672263959942832
Rpl9-ps6,0.06309333233085171,0.0006745848189431731
Ripply1,0.0630931546002911,0.0006745848189431731
Chid1,0.06305135478969238,0.0006811385538674264
Rsl1d1,0.06298840160274445,0.0006921417843423132
Dact1,0.06287756447636876,0.0007109580167299071
Shc1,0.06279519735826176,0.0007254686928297205
Fbxo10,0.06278474724926406,0.0007268379141523924
D230025D16Rik,0.0627423545916943,0.0007342882804637806
Senp7,0.0627004628263429,0.0007417138993281046
Usp3,0.06265815240395617,0.0007489798672710674
Gm47136,0.06265202832873838,0.0007498605930972849
Esf1,0.06261805533027195,0.0007561927817489512
Nop10,0.06259372390035291,0.000760353012140349
Phb2,0.06254347719503987,0.0007696931153750899
Gm49870,0.06252571078757303,0.0007729274443428282
Gm14698,0.06247477094552455,0.0007825532977577415
Enc1,0.062394056882649,0.0007977621398651504
Adpgk,0.06237796720109223,0.0008007598220220194
Plekhg4,0.06237303356840239,0.0008014512528699895
Ehmt2,0.062326533295787245,0.0008104797792360063
Cks1b,0.0623248404737877,0.0008104997335105646
Dot1l,0.06232247837561622,0.0008106601027299457
Cct4,0.06227419103343938,0.000820503371473452
Nhp2,0.06224034325097644,0.0008266859198182606
Spata24,0.062161923806780726,0.0008418552930601113
Bcl2l10,0.062150995220858256,0.0008433159244476765
Susd2,0.06215032635099386,0.0008433159244476765
Cnpy2,0.06214593162499131,0.0008433159244476765
Sec61b,0.06213661456517944,0.000844295339368843
Lrrc74b,0.06213637603808517,0.000844295339368843
Sorbs2,0.06211849904232467,0.0008475014904838835
9430038I01Rik,0.062081854651912904,0.0008551938360604548
Dctn4,0.06207860483333767,0.0008555600543680127
Nrip1,0.062049028311290916,0.000861398724922925
Xpr1,0.06204005414106318,0.0008630390394704295
Castor2,0.062011779502522964,0.0008687793462359177
Klf2,0.06198720577527666,0.0008737890177893861
Gm46560,0.06185391680196286,0.000903142021399602
Acbd6,0.061797659970463124,0.000915533259767363
Mdfic,0.06178007306476799,0.0009192993368959542
Fam43b,0.06171858738085932,0.0009327689433919723
Socs1,0.06168241071443651,0.000940690776554532
Clu,0.06161484626206737,0.0009567171958930131
Spty2d1,0.06156788443270646,0.0009678876521504886
Gm33055,0.06151666343053274,0.0009790549169900772
Syngr2,0.06137578228144565,0.0010140851100086314
Ankrd17,0.06135212290944617,0.001018982978796768
Adamts9,0.06134824569409856,0.0010195781798175252
Snhg17,0.0612903608581782,0.0010326400171887335
Npffr1,0.06123623886690659,0.0010457015211267828
Ppan,0.061129942494353634,0.0010718665775059262
Snrpe,0.06112254536401215,0.001073345641649838
Gm11808,0.06104764912405315,0.0010921980228224886
2700038G22Rik,0.061043414775407714,0.001092933731260776
Gmds,0.06104009571567037,0.0010934160522898697
Ghr,0.061008694338715336,0.0011012783452842632
B4galt6,0.06096568392441813,0.0011111283767465464
Casd1,0.06093411820825158,0.0011178175327303753
Gstm2,0.06088144951121152,0.0011315257262837586
Uchl3,0.060880242329323625,0.0011315257262837586
Ism1,0.06085019700812841,0.0011386434834303682
Gm29157,0.0608216378775767,0.001146443932555306
Fgf10,0.06080619612311923,0.0011504722857439587
Eps8,0.060796759146673894,0.0011527624989939365
Ell,0.06078340303172142,0.0011557428367059348
Itga1,0.060757261426407354,0.0011624808810186576
Ttyh3,0.06075455407884688,0.001162814988875437
Kcnj3,0.06073804719241706,0.0011658248525890777
Igf2bp3,0.06070622057440622,0.0011747684607079643
Gpr3,0.060671414512188146,0.0011832620800649545
Scpep1,0.06065636855258346,0.0011868249479860184
Podxl2,0.060522418850998856,0.0012251613403248963
Gabrb3,0.06045966587482077,0.0012436853139972375
Trim59,0.060423005474840696,0.001253724156150387
Kctd1,0.060418311939666756,0.0012547109430393565
Ccl19,0.0604030040334453,0.0012576128347719319
Setbp1,0.060402870493068056,0.0012576128347719319
Fam110a,0.06036423366091816,0.001268886108374886
Rps27rt,0.060339700909624205,0.0012762283232930934
Garem2,0.060330617816707094,0.0012786410796506956
Epb41l4aos,0.06031763061923277,0.0012813102434212486
Pa2g4,0.060304647978289244,0.0012849895447999806
Pebp1,0.06030268267196637,0.0012851205659745323
Ppp2cb,0.060232643105079794,0.001307387772285897
Kdm6b,0.0601401031372017,0.0013359243682350649
Map4k3,0.060106482568490466,0.001345678881631281
Gucy1b2,0.060074786157633675,0.0013542799147278962
Hnrnpc,0.060051182006403116,0.001361237791414466
Samd5,0.060031831094921516,0.0013673071458198322
Serpinf1,0.05994924012868356,0.0013927334663254316
Fhad1,0.059931953688836526,0.001398040660701374
1700087I21Rik,0.05988281775647988,0.001414736638296592
Nsa2,0.059778776107139664,0.0014490891334838806
Wdr89,0.05967083023880846,0.001486811002199382
Serpinb9,0.05964721544245602,0.0014949351073389066
Dleu2,0.059645798604172066,0.0014949351073389066
Nop14,0.059636507151772176,0.0014978122966289203
Slc41a1,0.0596291692740711,0.001499966540579807
Bdkrb2,0.059593423300270766,0.0015093113342290827
Fggy,0.059560398632328294,0.001519778198775243
Ltbp2,0.05955926906411955,0.001519778198775243
Serpinb6b,0.0595468390789056,0.0015230021023603865
Cry2,0.059546087225422484,0.0015230021023603865
Tnk2,0.059422883269629974,0.0015648322493658593
Cox4i1,0.05941911172347335,0.0015656957161159666
Crygs,0.05941519505952169,0.001566616106814969
Prr5,0.059411024682226386,0.001567635668279146
Tacc1,0.05933735232043673,0.00159283027877815
Dsel,0.05929495180356728,0.0016090054894880162
Gm31600,0.059244378585905644,0.001627379043214674
Gria3,0.059241283177873263,0.0016280040833253546
Siva1,0.05920455052458504,0.0016422132727618012
Plxna2,0.059173147054800763,0.001653104458410052
Fam83a,0.0590073098135551,0.0017168454649367528
Gm13212,0.058974979239178986,0.0017299029576141281
Mtap,0.05891265334421033,0.0017552890471471685
Amd1,0.05886368628596887,0.001773848523633412
Eif2s2,0.05885723834602295,0.0017759886268441615
Tcf7l2,0.05879782021614435,0.0018000407731993608
Edil3,0.05879475157326444,0.00180071718253625
Ppm1h,0.05871382517285039,0.0018361104672650662
Lncpint,0.058693980754711834,0.0018443299918939706
Plscr2,0.058692517200115396,0.0018443299918939706
Nepn,0.05868210447418807,0.0018476478911030121
Plscr1,0.058645770656830826,0.0018627557278300855
Bcl11b,0.05864039600322785,0.001864506614471934
Gm21860,0.05859299859420923,0.001884836905351682
Dlg1,0.05855550919944951,0.0019000520740392862
Smim41,0.05853942915157814,0.0019068185359853904
Elmod2,0.05852661188815016,0.0019120826595029968
Galnt5,0.05843294892482015,0.001954113698195376
Tcirg1,0.05841589303006333,0.0019600587695950975
Tafa3,0.0584138883425763,0.001960284029364993
Traf2,0.058375037868417974,0.0019774629714355446
Errfi1,0.0583417570019423,0.001992821587008647
Rcan1,0.05826352197925512,0.002028116913405965
Cth,0.05816349372351786,0.0020765012259936788
Trpm6,0.05812316810163756,0.002094597962682469
Col3a1,0.05808353675065422,0.002114058638015166
Ddx18,0.0579872228666637,0.0021591921754495706
Calhm6,0.05795094664317231,0.0021750192302905777
Irx1,0.057926432850465295,0.0021863460243302037
Gsap,0.0579228993277225,0.0021870490390613856
Ythdc2,0.05792204476583187,0.0021870490390613856
Srsf7,0.057919994511176916,0.002187324891286582
Mcl1,0.05788337038237733,0.002203534409236696
E030030I06Rik,0.05770680731156305,0.0022936284253620887
H13,0.05770522326765407,0.002293659697876999
Itsn1,0.057630407398901934,0.0023319739630956182
Fbxo41,0.057626291983077,0.0023334291717628636
Gm19569,0.05757566859956959,0.002359452465761576
Tpst1,0.05757044589802271,0.0023615535745067015
Taf4b,0.057513534263117665,0.002392361489331737
Pcyox1,0.05749275811226267,0.0024025818327496206
Zfp512b,0.0574760385473787,0.002411375084347344
Sox4,0.05746881915307955,0.0024146783462155276
Gm20463,0.0574218312724129,0.0024376735647571204
Alg11,0.05742175578118185,0.0024376735647571204
Gm15406,0.05741218710907119,0.002442388877642588
Fkbp9,0.05737671320809033,0.002461479666335776
Cmtm7,0.05736092056452953,0.002469022676697709
Pdzrn4,0.057337724377143996,0.0024791813684779617
Mfsd2b,0.057285982743315006,0.002506476732914095
Ccl8,0.05724555755017602,0.002528235232075713
Sema4a,0.057245354819523746,0.002528235232075713
Traf4,0.05723873010885976,0.0025313296812894855
Ing5,0.057217818838756936,0.0025431131269002664
Saa2,0.057175198634141694,0.002568255787606278
Gm34667,0.05715929920488374,0.0025771075608660423
Cacna1b,0.05715353403123452,0.0025797272658900244
Lat,0.05714779209371068,0.0025823353025298907
D10Wsu102e,0.0571012751086681,0.0026102680042923644
Gm10389,0.05709962588430888,0.0026103502548955573
Fhl2,0.057025535224070445,0.002655031110643452
Pip5k1a,0.056949220857241724,0.0026969727401346
Psmd3,0.05692458085632741,0.002710901409334786
Arhgdib,0.056921731690671495,0.00271176354953563
Erc1,0.05687542413983151,0.0027398682293323126
Pgk1,0.05683727564400018,0.0027628732070432943
Atoh8,0.056818150349134865,0.0027744766204053912
Tra2b,0.056780208751613145,0.002794052107673113
Rangrf,0.05676959138033459,0.0027986389536714495
Fzd2,0.056709400804311035,0.0028359019267711555
Camk2d,0.05668782726798055,0.002844343680601283
C1rb,0.056682704680580745,0.002845766958758175
Furin,0.056679752310701076,0.0028467436206599194
Rhou,0.0566544671185527,0.0028628573475086515
Acaca,0.056629777775488714,0.0028765919261682497
Erh,0.056585539702295684,0.002904854532841905
Dek,0.05657965065801372,0.0029078746104124636
Twist1,0.056575275675375895,0.002909853337565756
Ndufa3,0.05654866362754378,0.002926804086777044
Cfap69,0.05654775637048449,0.002926804086777044
Chd4,0.05653307372788974,0.002935955748080143
Atf4,0.05650044040483055,0.002956625816811247
Nop9,0.05649738004377228,0.0029577154836237882
Ndufb5,0.056474271184762614,0.002971822374039378
Nol3,0.05642053137279334,0.0030077033431580432
Prr7,0.056382766582968744,0.0030314408809734568
Khdrbs1,0.05637882214781306,0.0030331907188820492
Vstm2b,0.056363925702214046,0.0030428052084258673
Tanc2,0.05635887253962872,0.0030453590545761575
Irf2bp2,0.05635010258228548,0.0030505921395137846
Syce1,0.05634745864364416,0.0030514156954697907
Rnf122,0.056313533495895365,0.0030748673218736634
Snu13,0.05626745165665482,0.0031062848418619672
Mbnl3,0.05625879899118482,0.0031115291976756567
Pcgf2,0.05620792828741605,0.0031457309698113456
Chst11,0.056193300724835346,0.0031543616802930607
Gm44632,0.05618800261050934,0.0031571859538784574
