,TSPC_corr,TSPC_qval
Pik3c2b,0.052243315069133885,0.004327690229830992
Pphln1,0.052233815361570395,0.004335929685948658
Plpp5,0.05221997608009314,0.0043474943496681125
Washc4,0.052214087293834394,0.004350835336084381
Hk1,0.05221394601018491,0.004350835336084381
Washc5,0.05221382735970636,0.004350835336084381
Fam160a1,0.052185069738922465,0.004375968521371432
Zfp955b,0.05217136218885543,0.004388365843798211
Serpinb9b,0.05216007352198874,0.004397583832710902
Fam3c,0.052153525395703865,0.004403077443405173
Bfar,0.05213136340832284,0.004423786455531159
Stam,0.05209816528689363,0.004455410877327198
Tmem167b,0.05209672892140478,0.004455947441956762
Traip,0.05208915933060978,0.00446251228859798
Wdr55,0.05208796070490556,0.004462816011673256
Cxxc4,0.05208418414216378,0.004465656136745632
Skiv2l,0.052080364939594684,0.004468539990856666
1700012D14Rik,0.05205023139900209,0.004496539613774287
Hmgcl,0.05202881274829672,0.00451602767078368
Rnf219,0.05198347267334947,0.004559529869148455
Mafg,0.0519805547475653,0.004561564602182725
Anks3,0.05196225858400892,0.00457906214898262
Mtdh,0.05195849511690693,0.004581060468047149
Gmcl1,0.05195683794399751,0.004581161895300082
Crhbp,0.05195661561574238,0.004581161895300082
Cog2,0.05194439867207923,0.004591688501589698
Lpcat3,0.05192715985831242,0.004607946067116805
Col6a1,0.05192654178878189,0.004607946067116805
Letm1,0.051922977288458703,0.004610656465426546
Ciapin1,0.05191659694298277,0.004616224006404448
Myrip,0.05191105266455244,0.004620948781170201
Appbp2,0.05190328201223061,0.004627037835247008
Acer3,0.051899448498474665,0.004630032546989501
AI661453,0.05189366941522915,0.0046350095928787815
Gramd2,0.0518762765320598,0.004650934253124117
Secisbp2l,0.051868420475292894,0.004657147631363408
Zdhhc12,0.0518642291271009,0.004660526731832677
Mettl24,0.05185233029574658,0.0046718060852406484
Hdac4,0.05184358209252017,0.004679873331151283
Tmem184c,0.051814807141242626,0.0047076806146675665
Lypd6,0.05179876633019726,0.00472335340019975
2700062C07Rik,0.05179327627986927,0.004728122890330008
Lats1,0.05178191314136832,0.004738995517035664
Luc7l2,0.05177376051422501,0.004745625679145866
Twf2,0.05177284700745863,0.00474565266371223
Ccdc33,0.051768875722470194,0.004747938313098226
Gm42788,0.051728840766152646,0.004787849693484333
Tmco1,0.051711873074447925,0.004803870703074135
Slc15a4,0.05170382441609146,0.004810475252445388
Clpb,0.051676986581346625,0.004837880892868939
Chrna1os,0.051648998941573904,0.004866653888381411
Fcer1g,0.05164472599550646,0.004870259268197077
H2afy,0.05164317771416367,0.004870963337590534
Ptk2,0.05163785901041159,0.004874740911574761
Slc2a8,0.05163366034950767,0.004878272905662688
Gstz1,0.051626572504178,0.004884892692028586
Polr3k,0.051601479198375086,0.004910813232988063
Snap29,0.051593006725141874,0.004918961750231425
Mphosph6,0.05157816800702228,0.004932553405695706
Insc,0.05157771897024466,0.004932553405695706
Cdkn3,0.05157069461100975,0.004939172231604673
Gm7607,0.051553014569891316,0.00495732383061558
Srp54a,0.05153082128251023,0.0049776236436178236
Pmm2,0.05153075364930657,0.0049776236436178236
Mapre3,0.05152484321853428,0.004983086117135906
Surf4,0.05151429730225721,0.004993604070152358
Rtcb,0.051484413130087954,0.005022386994420165
Grpel2,0.051455159691990104,0.005053556019561776
Slc6a13,0.05144914128009798,0.005059213911991869
Ccl9,0.05144720158762946,0.005060376002412061
Vgll3,0.05142589894990253,0.005081964646775059
Dr1,0.05141201193136278,0.0050963824133214795
Gpank1,0.051399792384540385,0.005107995428392187
Brd8,0.05139022642651974,0.005116674800940732
Map2k5,0.051359081835707525,0.005148789628870406
Dpy19l3,0.051327810095841656,0.005182671885032045
Vps11,0.05132391854390115,0.00518606196908013
Ulk2,0.051311071701674614,0.0051995733002347415
Mfsd11,0.05129300184783564,0.005219041151920727
Lims1,0.05128657808108232,0.005225329133899084
Tmem165,0.0512842871488983,0.00522692555308248
C1qtnf6,0.051273589625628384,0.005237077994331179
1700007L15Rik,0.05127157630360908,0.005238361901379996
Snrpd1,0.05125627957157857,0.00525479473761138
Alg8,0.051252745025572324,0.005257820457956022
Grid2,0.05125178360852993,0.005257907277082725
Tubgcp2,0.051243210137503326,0.005265684968514168
Klhl24,0.051240807354217405,0.005267421540895576
Dnajb11,0.051203225948942555,0.005308549404969885
Klhl20,0.05118871847312691,0.005323248341500049
Cdc42ep5,0.05117583105867055,0.005336108268025605
Dhcr7,0.05117026474776098,0.005340569495652682
Nr6a1,0.05117021033658108,0.005340569495652682
Enpp6,0.051164256083734413,0.00534644742934217
Taok3,0.05116147758715734,0.005348644850211794
Ercc5,0.05115758880675325,0.005352132260765444
Diras2,0.05114515888073495,0.005365553519588639
Jmy,0.05113237649468623,0.005378494152604993
Pstk,0.05110275039945618,0.005409929233078658
Ola1,0.051088877020580375,0.0054251796813590755
Snrnp35,0.05108320224068306,0.0054308141731670605
Gnai3,0.0510810518107299,0.005432304481232882
Rnf10,0.05107370568506676,0.0054388557401413564
Tet3,0.051072837217585244,0.0054388557401413564
Abcb7,0.05104953721108773,0.005463235435647595
Klk14,0.0510107955748163,0.005508192832394276
Fam160b1,0.05100407068143194,0.00551515940682879
Rbmx,0.05099194885601876,0.005528585533911266
Eloc,0.050979247893552834,0.005541676408092957
Tarsl2,0.05094663380894363,0.00557876267719682
Pias3,0.050943636791215115,0.0055813116845649146
Aen,0.050942634067945136,0.00558145536031174
Evi5,0.05093416854922515,0.005590609561025182
Zfp825,0.0509192321295519,0.005607612799520254
B3galt4,0.05091395450657077,0.005612939110315984
Prkag2,0.05091182671914854,0.0056144483025006055
Smco4,0.05089200911514004,0.005636382323202148
Lipt1,0.05087364469966782,0.00565554120036453
Slc7a1,0.05085641548063187,0.005672288925339494
Ntn1,0.05076856236831057,0.0057752896121929555
Hes1,0.050762392076561885,0.005780773680612862
Fbxo36,0.050751950122889786,0.005791590966869846
F2r,0.050699536295389334,0.005852882196130612
Mief1,0.0506840687721286,0.0058712836779227055
B4galnt3,0.050680990447521425,0.005872942593842264
Selenbp1,0.050673454279076977,0.005881356903358181
Prkar2a,0.05066572702688177,0.0058900243765890314
Cnep1r1,0.050651858528730165,0.005905379616217284
Nebl,0.05063979616161217,0.005918472460168839
Wdr18,0.05062922908604537,0.005930810148458708
Bglap3,0.050604629384071245,0.005959993413206602
Trpm7,0.050600414161868536,0.005964263911182042
Ikbkg,0.05059574831249049,0.005969115255104641
Rwdd2a,0.05058490828883972,0.0059807667405265275
Pex11b,0.050581659834235536,0.0059838082758400715
Nin,0.050561914213731546,0.006008102287869335
Lrp8,0.050553343055266695,0.0060170383729555195
Gm34006,0.05055322940753743,0.0060170383729555195
Ints11,0.05054872677691825,0.006021718248561052
Il16,0.05054690913692662,0.0060229286212895635
Acvr1c,0.05051537820129091,0.006061534514097176
Ap3s2,0.05051193014699683,0.006063040157735334
Camsap2,0.05051157655179086,0.006063040157735334
Asphd2,0.0505025525115994,0.006073641940632872
Dync1i1,0.050496302208620135,0.006080641690728739
Erich1,0.050494278362404825,0.006082132534279802
Eci1,0.05047668146390038,0.0061039766671216415
Chek1,0.05042574170687762,0.006169823772223782
Cfap20,0.0504195826905199,0.0061768035420571975
Tor1b,0.05039584190925459,0.006205948084613815
Tmem126b,0.05039071738932708,0.0062115891091334315
Atp5c1,0.05038775208342006,0.006213188764491041
Zfp518a,0.05038246817680872,0.006219048298849846
Ddx58,0.05036616887754209,0.006238749570968545
Tenm4,0.050365930460632834,0.006238749570968545
Iffo1,0.05036070377349884,0.006243377651597767
Ggps1,0.050358512691359415,0.006245128706857054
Dgkz,0.05035167708205771,0.006253092055180612
Tsta3,0.05031637219568845,0.006299308607154622
Upf3a,0.05031144515052184,0.00630476128068769
Dera,0.050300311123876736,0.006318597956519612
Rbfox2,0.050282993428175826,0.006339544923295618
Lin37,0.05027797069063292,0.006344064055841068
Zfp513,0.050276595387953295,0.006344136606146265
Stat5b,0.05027585094919433,0.006344136606146265
Ccdc189,0.05026984604257987,0.006350035658961426
Eif2s3y,0.05026916682660346,0.006350035658961426
Anks1,0.050243609159074075,0.0063812016510611125
Farsb,0.050235325351806,0.006390840244838809
Gsg1,0.05023478257194302,0.006390840244838809
Vangl1,0.05023194986316552,0.006393506403069494
Adck1,0.05021830487218678,0.006410956433331039
Oxld1,0.05020906688389692,0.006421200365836247
Scyl1,0.05019866224411949,0.0064342682716435045
3110009E18Rik,0.05017813270061741,0.006460091343621921
Vps53,0.050170623411469356,0.0064692347742325435
Gm17749,0.05015148581077152,0.006494475757082244
Dhx34,0.05014526923664189,0.0065006524494347715
Mios,0.050133130121772826,0.0065162767196733865
Cog8,0.05011578900415681,0.006536731337200962
Fbxw8,0.05009734290435473,0.006560016824361045
Gnb5,0.05007969071164653,0.006583497066741815
Slc39a3,0.05004564860142912,0.0066295615911749406
Eef1e1,0.050045184423292935,0.0066295615911749406
Rtn1,0.05003539350184944,0.006640905585870935
Plcd1,0.05002535556928251,0.006653861400911811
Ppp1r37,0.050020429588554655,0.0066595934979864916
Fcf1,0.049995866884371735,0.006693228589041456
Trip11,0.04997194612985248,0.006726100921387201
Ankrd13b,0.04996006155190943,0.006741853704622993
Kctd7,0.049951025175365975,0.006752289680864906
Mfsd8,0.04992656245861533,0.006784940203150842
Smad4,0.04992448356236786,0.006786669626883706
Glt28d2,0.049915222419172726,0.006798762682188027
1700125H20Rik,0.04990580572969373,0.006809829369458731
Tysnd1,0.049890909905858705,0.006830125492711187
Polg,0.04988679724975774,0.006834815808510891
2700049A03Rik,0.04988588092660723,0.006834870427802178
Tmem127,0.0498803089125813,0.006840407338033132
Pex3,0.04984639106047106,0.006884135126035261
Wdr19,0.04984588608765222,0.006884135126035261
Alg14,0.04983079345128887,0.0069049206460924
Pan2,0.04979999782215157,0.006946269100719051
Cog5,0.049784451986742785,0.006967894556532836
Slc17a5,0.04978147592520116,0.006970992675314903
Uevld,0.04977810607413566,0.0069746740773551945
Pdcd2,0.049757332157495435,0.007004131515366031
Eif5b,0.049753751378536853,0.007008141858979063
Cers5,0.04971057612636323,0.00707117699619261
Acox3,0.04967539251940168,0.007121358876893347
Gm49123,0.04965571180439498,0.007149728351840151
2610203C22Rik,0.049643681728889756,0.007166602683960364
Hpf1,0.04963491899229998,0.007178554664402989
Ubash3b,0.04962238273913929,0.007196260550859689
Ube2v2,0.049619324536049246,0.007198263655753616
Gtf2h4,0.04961930810489062,0.007198263655753616
Kxd1,0.049594833197376016,0.007234233097652947
Gpatch11,0.04959308184274002,0.007235566454856256
Gm49359,0.04958229884904869,0.007250715546826885
Gm26705,0.049572696212749214,0.007264083143758688
Mthfd1l,0.04956498471327129,0.007274568664289692
D430041D05Rik,0.049554682894666226,0.00728905180501582
Clptm1,0.049538925618657664,0.007310770713548777
Oscp1,0.049538826561631645,0.007310770713548777
Mrpl22,0.04953375175429888,0.007315890404313284
Pcolce,0.04951509286135747,0.007343380980831503
Kif1bp,0.049513716656123634,0.007344152132093604
Tada3,0.04950799454370261,0.0073516582165163375
Tacc3,0.04947803011757138,0.007394139252200793
Asah1,0.04946308206372444,0.0074160961531207995
Rfesd,0.04945957508194539,0.007420205174327565
Samd10,0.04944112719595337,0.007446343478659493
Eno1b,0.049438756955279405,0.00744868432000126
Psmd9,0.04942992349559036,0.00746117506754454
Uros,0.04942015564878865,0.007475155409521067
Tceanc,0.04941442500360713,0.007482796937255835
Lix1l,0.04939112694740901,0.007516804767023368
Cox7b,0.049382914016702424,0.007528416349531151
Apeh,0.04937848777805945,0.007534039464627856
Pigs,0.049363439965174706,0.007555226338693321
Thoc3,0.04936338388776588,0.007555226338693321
Rb1cc1,0.049345353737649006,0.00758253036925887
Jsrp1,0.049332351878407635,0.007601884290068948
Slc1a2,0.04931062516773385,0.007609998052913807
Kdm7a,0.04928668030807115,0.007645568901492937
Blvrb,0.049266326180926606,0.007675501392486723
Gpatch1,0.04925498888556683,0.007692381138237545
Cnot1,0.049193534064610446,0.007789358316361615
Ipo11,0.04917561808838982,0.007815805771709962
M1ap,0.04912979755649614,0.007885430290486937
Exosc10,0.04910225499710437,0.007929594184106773
Rnase4,0.04909476614320015,0.007940580946528235
Zswim1,0.04909192399281039,0.007943850392882512
Mprip,0.04909079036169726,0.007944279292312508
Adcy3,0.049082281725996685,0.007956983002551139
Itga6,0.049066971002585225,0.007979595769686612
Ccdc91,0.04905474858459452,0.007997098381541742
Asb3,0.049046462617239654,0.008009505808288547
Got2,0.04904276546049562,0.00801423491940064
Cdc37,0.04904127711666919,0.008015262794178099
Me3,0.04903881304911994,0.00801792714137352
Trappc6a,0.049032609580552715,0.008026867506372461
Lancl2,0.04899391048152333,0.00808911228582347
Slc25a14,0.04898911915867913,0.008094476501550157
Sipa1l3,0.04898771390659181,0.008094476501550157
Ptpn3,0.048987557569717996,0.008094476501550157
Rusc1,0.04898723846252339,0.008094476501550157
Ube2j1,0.048965860083291714,0.008127740497591034
3830406C13Rik,0.04896353644665596,0.008130200922491677
Spred3,0.04896189615959401,0.00813150148314144
Tns2,0.048946722668137196,0.00815582088002052
Ocrl,0.04894556062173675,0.008156310702556374
Uggt1,0.04894407248989094,0.008157356199727484
Nubp1,0.04892515968695156,0.008186640345730847
Sdhc,0.04891894557639125,0.008194275192989627
Ube2h,0.048900534972572615,0.008224317770741755
Hikeshi,0.048889631116185286,0.008241545171610805
Nudt1,0.048883610021655505,0.008250398528588668
Kcnip2,0.04884067642276377,0.008321553593445481
Hsd17b12,0.04883506951314696,0.008329765672331587
Wrap73,0.048819606358226485,0.008355126932240066
Kcna1,0.048788556639200356,0.008407807293329793
Nceh1,0.048784520316828534,0.008413344451193154
Slc25a38,0.048756561150549174,0.008457834825483937
Fam122a,0.048740673253419395,0.008482755980982831
Cenpc1,0.0487182220989525,0.008519365779179557
Inpp5b,0.04871603502967058,0.008521691819517448
Gm20712,0.04868681325345338,0.00857206649211657
Scnm1,0.04867600914629939,0.008588837831101205
Mmab,0.04867565992584204,0.008588837831101205
Nol11,0.04866141166838297,0.008612665597225351
Uxs1,0.04866057856700184,0.008612665597225351
Atp6v0a2,0.04864210104734805,0.008642647879018731
Odf2l,0.04863761983510049,0.008649124658944178
Exosc8,0.04862575200352122,0.008665746134299915
Zfp35,0.048613012326238214,0.008687120741735388
Slc37a1,0.04857474255365851,0.008751624042397184
Spag9,0.048573599490285,0.0087521123274785
Tfam,0.048571605379965306,0.008754146256786959
Adamts16,0.048565760779405734,0.008763177219776505
Atp13a2,0.04853904912518561,0.008808660406033784
Kat6b,0.048530281289354354,0.008821489230476877
Itgb7,0.048513522279491246,0.008850580892297837
Rae1,0.04848161805942057,0.00890766104672734
Wbp11,0.04847070481181991,0.008924583966628213
Dicer1,0.04846945544728611,0.008925277694731573
Serpinb2,0.048438989922708765,0.008978495841757802
Tor1a,0.04843233897784184,0.008987673681500247
Zfp148,0.04843230503641679,0.008987673681500247
Sync,0.04841124170315487,0.009022826308694614
Thoc1,0.04841081616504588,0.009022826308694614
Dad1,0.04840235291748708,0.009037001605235264
Zfp983,0.04839098199760144,0.009055004993875772
Aldh1b1,0.04837168060696541,0.009087928000355143
Sp3,0.04836877808846786,0.009090469954469703
Nfe2l3,0.04836858082335731,0.009090469954469703
Gm30373,0.04836141053612015,0.00910230905617048
Tm7sf2,0.04833429198303716,0.009151804014729809
Wdr48,0.04832325855440628,0.00917102997503517
Tmub2,0.04829659785705027,0.009219992787488742
Prpf6,0.04829331516436949,0.009224578933328004
Slmap,0.04827387169611701,0.009260000822970849
Gm10642,0.04825060481231783,0.009302880235357778
Stx18,0.048243290152574246,0.009315246608177964
Ppp1r8,0.04822625721094266,0.009344654059350269
Adamts8,0.04822115982998245,0.009351795012109676
Rpap2,0.048220804510608735,0.009351795012109676
Rpa3,0.04821941622600571,0.00935184362393375
Pigk,0.04821903224175974,0.00935184362393375
Setd6,0.04821594970023279,0.009356103636030016
Vldlr,0.04821409181487921,0.009356318919032703
Mob1b,0.048190225077910834,0.009399070602049388
Mrpl49,0.04818606305271462,0.009405442228688554
Kctd5,0.04818392288517004,0.009407898261105377
Herc1,0.04816669917417787,0.009439638906763179
Pla2g12a,0.04816523424869641,0.00944079003295603
Pex6,0.048151667842779376,0.009463799645829718
1810030O07Rik,0.04814105731030454,0.009481089158893416
Emc7,0.048126700935738925,0.009507440640716264
Acads,0.04809652651055328,0.00956321783020974
Arhgap29,0.0480931483228721,0.00956658811132482
Herpud1,0.048092080490856996,0.009566814992474765
Nipsnap2,0.048085574911394056,0.009577905742238569
2310022A10Rik,0.048081281144183724,0.009584647632175744
Lrrc28,0.0480781057026861,0.009589188480534985
Herc2,0.048073969500058364,0.009595626913060429
E130114P18Rik,0.048053021941383736,0.009631858120093479
Mapk3,0.04804143840770123,0.009651356677225855
Dlx4,0.04802967322002513,0.009672984418647779
Zfp330,0.0480287095041056,0.009673167278551746
G6pc3,0.04801856094787857,0.009691301240266317
Mpg,0.048017220928221256,0.009691301240266317
Rassf7,0.048008767268393794,0.009705922299691506
Crbn,0.0479940756611673,0.009733507577103617
U2af1,0.04799116414332216,0.00973758577990381
Ypel1,0.047988927379745874,0.009740316248160142
Gucd1,0.04798720393103835,0.00974202089540733
Scrn2,0.04797637088395878,0.009760219089083078
Lman2,0.04797150665874511,0.009768222466328897
Sympk,0.047954485653154785,0.009800650649716934
Tomm40,0.04795211980982578,0.009803657377169478
Fam227a,0.04791244862319526,0.009878457328665881
Gm867,0.04790681745044865,0.009888102926414007
Bag4,0.04789929602573442,0.009899825798839138
Safb,0.04789251744298203,0.009908285098576799
Chad,0.04782881255800815,0.01003127212761327
Ankfy1,0.04781460090606303,0.010056911358798316
Mfap3l,0.047813464678424004,0.010057458259921881
Smim11,0.047811444357677965,0.010059825535751302
Gfpt2,0.047803662244656646,0.010074065009523446
Lmx1a,0.04779956067448216,0.010080728261645258
Ppp4r3b,0.047798542123390145,0.010081034370263118
Map3k10,0.04779722382799671,0.01008195908422776
Popdc3,0.04779346073391158,0.010087928923752858
Ap3b1,0.047781131439657114,0.010108008561110871
Rbm17,0.04777765446441573,0.010111602734843773
Tspan3,0.047767812780368846,0.010130174840997397
Mcat,0.04776685614494077,0.010130355871094348
Pacs2,0.04776333644500095,0.0101358482188709
Smap2,0.047760867828946875,0.01013916406139436
Ndufs4,0.04775799168937012,0.010143326240862565
Mrpl33,0.047755981027808266,0.010143925119539822
Rasl11b,0.04775596549928747,0.010143925119539822
Tmod3,0.0477502795247764,0.010153920947974666
Surf1,0.04773815656753599,0.010175715246002269
Tex26,0.04773805372994035,0.010175715246002269
Wdr20,0.04770669067199747,0.010236838023347598
2810006K23Rik,0.04770613993432506,0.010236838023347598
L1cam,0.04770332060389317,0.010240918471726446
Senp5,0.047689315779518626,0.010268431770302537
Chac1,0.04768264281084173,0.010280610348651777
Trib3,0.0476754898395518,0.010293810762390583
Klhl28,0.047662041001342866,0.010320281168493924
Sil1,0.04764774772216507,0.010346762692304667
Ubl7,0.047644775228906845,0.010349373139199659
Racgap1,0.04762530776222723,0.010388719335098407
Ctif,0.04762095557908562,0.01039610479474797
Ppp3cb,0.047567207474103354,0.010505066230001818
Tmem115,0.04755443187629667,0.010530582723227598
Lipg,0.047549696235967095,0.010538881990461949
Nat8l,0.04751147225680095,0.01061372380586128
Pnisr,0.047510006249914936,0.010615015228152905
Ppfia1,0.047502390991726234,0.010629603146747256
Map3k19,0.0474772223460233,0.010676635269852767
Ufl1,0.04747154240708143,0.010687091726207952
Rnf215,0.04746121668352652,0.010705780646871287
Tsen2,0.04745826400718419,0.010710321159362787
Arg1,0.04744772109618972,0.01072952115164027
Dexi,0.047441647991087535,0.010740883372243009
Slc9a1,0.0474261240905189,0.01077103286317634
Zc3h6,0.04742439286053689,0.010772924245364031
Mtif3,0.04741860912847527,0.010783694002810849
Capn10,0.0473818905721133,0.010858696574748842
Tmem238,0.04737993472879744,0.010861097422722557
Sox6os,0.047376074403564034,0.010867701263959199
Spcs1,0.047374905054115096,0.010868368408779135
Maip1,0.047360061744225836,0.010899253713755564
Arhgef10l,0.04735145661185884,0.01091638771066705
Nfatc2,0.04734360799579554,0.010929944197469071
Ccdc166,0.047335650566572206,0.010943758055219025
Ctdnep1,0.047314970425780964,0.010985906947133367
Fam76b,0.04726964855802485,0.01108148440448934
Champ1,0.04725439030952856,0.0111118978990389
Plet1os,0.04723353898624944,0.01115524561233177
Strip1,0.04723343803150224,0.01115524561233177
Ank1,0.0471978198787141,0.011226133316330465
Acot13,0.04718616791207374,0.01124717044133916
Tubg2,0.047185633947159494,0.01124717044133916
Ppox,0.047183121242600615,0.011249711452929538
Pcgf3,0.047180599820735365,0.011253480383549211
Aldh3a1,0.04717165462512372,0.01126878141217264
6720489N17Rik,0.04717128690690619,0.01126878141217264
Urb2,0.047164143226165814,0.011281127174435846
Btg3,0.04716238393754584,0.011281661877423368
Cadm4,0.04711589364886985,0.01138375664798041
Rundc3a,0.04710700372225297,0.011402232989396011
Tubb5,0.04709681282517642,0.011423738882164474
Tdo2,0.04709588151620302,0.01142389045895844
Nono,0.04709387216510666,0.011426530890259731
Med9,0.04709219470656288,0.011428405774282382
Ost4,0.047086477152199345,0.011438081501279026
Ints5,0.047078189941394274,0.011454775671843316
Zfp943,0.04706311230881846,0.011487701422056441
Itga2b,0.04705110911355707,0.011513564353585186
