source,target,ligand_complex,receptor_complex,rank_innervated,rank_denervated,delta_rank
Endothelial,Tenocyte,Adam10,Gpnmb,1.0,1.0,0.0
Endothelial,TSPC,Ybx1,Notch1,1.0,0.4486835614421687,-0.5513164385578313
Tenogenic-progenitor,Stromal_other,Bmp4,Rgmb,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Bmp4,Lrp6,1.0,1.0,0.0
Endothelial,TSPC,Vegfb,Ret,1.0,1.0,0.0
Endothelial,TSPC,Vegfb,Nrp1,1.0,1.0,0.0
Endothelial,TSPC,Vegfa,Sirpa,1.0,1.0,0.0
Endothelial,TSPC,Vegfa,Ret,1.0,1.0,0.0
Endothelial,TSPC,Vegfa,Nrp2,1.0,1.0,0.0
Endothelial,TSPC,Vegfa,Nrp1,1.0,1.0,0.0
Endothelial,TSPC,Vegfa,Itgb3,1.0,1.0,0.0
Endothelial,TSPC,Vegfa,Itgb1,1.0,1.0,0.0
Endothelial,TSPC,Vegfa,Itgav,1.0,1.0,0.0
Endothelial,TSPC,Vegfa,Itga9,1.0,1.0,0.0
Endothelial,TSPC,Vegfa,Gpc1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Clcf1,Crlf1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Cklf,Lrp6,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Cd14,Ripk1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Cd14,Itgb2,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Cd14,Itgb1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Cd14,Itga4,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Ccl4,Ccr5,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Ccl4,Ccr1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Ccl2,Ccr5,1.0,0.5952759243636921,-0.40472407563630786
Tenogenic-progenitor,Stromal_other,Ccl2,Ccr2,1.0,1.0,0.0
Endothelial,TSPC,Vegfa,Egfr,1.0,1.0,0.0
Endothelial,TSPC,Vegfa,Cd44,1.0,1.0,0.0
Endothelial,TSPC,Vcam1,Itga9_Itgb1,1.0,1.0,0.0
Endothelial,TSPC,Txlna,Stx3,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Col14a1,Itga10_Itgb1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Col12a1,Itga2_Itgb1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Col12a1,Itga10_Itgb1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Col11a1,Itga2_Itgb1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Col11a1,Itga10_Itgb1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Col11a1,Ddr1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Clec11a,Itga10,1.0,1.0,0.0
Endothelial,TSPC,Tnfsf13,Tnfrsf1a,1.0,1.0,0.0
Endothelial,TSPC,Tnfsf13,Tnfrsf11b,1.0,1.0,0.0
Endothelial,TSPC,Tnfsf13,Sdc2,1.0,1.0,0.0
Endothelial,TSPC,Tnfsf13,Fas,1.0,0.8523230875192414,-0.14767691248075865
Endothelial,TSPC,Tnfsf10,Tnfrsf11b,1.0,1.0,0.0
Endothelial,TSPC,Tnfsf10,Ripk1,1.0,1.0,0.0
Endothelial,TSPC,Tnc,Sdc4,1.0,1.0,0.0
Endothelial,TSPC,Tnc,Itga9_Itgb1,1.0,1.0,0.0
Endothelial,TSPC,Tnc,Itga7,1.0,0.6860956841552506,-0.3139043158447494
Tenogenic-progenitor,Stromal_other,Col18a1,Itga2_Itgb1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Col18a1,Itga1_Itgb1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Col18a1,Itga10_Itgb1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Col18a1,Gpc4,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Col16a1,Itga2_Itgb1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Col16a1,Itga10_Itgb1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Col15a1,Itga2_Itgb1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Col15a1,Itga10_Itgb1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Col14a1,Itga2_Itgb1,1.0,1.0,0.0
Endothelial,TSPC,Tnc,Itga2b_Itgb3,1.0,1.0,0.0
Endothelial,TSPC,Thy1,Itgav_Itgb3,1.0,1.0,0.0
Endothelial,TSPC,Thbs2,Itga6,1.0,1.0,0.0
Endothelial,TSPC,Thbs1,Lrp5,1.0,1.0,0.0
Endothelial,TSPC,Thbs1,Itga6,1.0,1.0,0.0
Endothelial,TSPC,Tgs1,Rxra,1.0,1.0,0.0
Endothelial,TSPC,Tgfb2,Tgfbr3,1.0,1.0,0.0
Endothelial,TSPC,Tgfb2,Tgfbr1_Tgfbr2,1.0,1.0,0.0
Endothelial,TSPC,Tgfb2,Eng,1.0,1.0,0.0
Endothelial,TSPC,Tgfb2,Acvr1_Tgfbr2,1.0,1.0,0.0
Endothelial,TSPC,Tgfb2,Acvr1_Tgfbr1_Tgfbr2,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Col18a1,Itgb3,1.0,1.0,0.0
Endothelial,TSPC,Tfpi,Vldlr,1.0,1.0,0.0
Endothelial,TSPC,Tfpi,F3,1.0,1.0,0.0
Endothelial,TSPC,St6gal1,Egfr,1.0,1.0,0.0
Endothelial,TSPC,Spp1,Ptger4,1.0,1.0,0.0
Endothelial,TSPC,Sorbs1,Insr,1.0,1.0,0.0
Endothelial,TSPC,Sirpa,Cd47,1.0,1.0,0.0
Endothelial,TSPC,Sertad1,Ar,1.0,0.8387240201642988,-0.1612759798357012
Endothelial,TSPC,Serpinf1,Plxdc1,1.0,1.0,0.0
Endothelial,TSPC,Sema6b,Plxna2,1.0,1.0,0.0
Endothelial,TSPC,Sema6a,Plxna2,1.0,1.0,0.0
Endothelial,TSPC,Sema3g,Nrp2_Plxna1,1.0,1.0,0.0
Endothelial,TSPC,Sema3f,Nrp2_Plxna2,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Col27a1,Itga10_Itgb1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Col24a1,Itga11_Itgb1,1.0,1.0,0.0
Endothelial,TSPC,S100a4,Erbb2,1.0,1.0,0.0
Endothelial,TSPC,S100a1,Tlr4,1.0,1.0,0.0
Endothelial,TSPC,Rtn4,Rtn4rl1,1.0,0.3427373026683024,-0.6572626973316976
Endothelial,TSPC,Rgmb,Neo1,1.0,1.0,0.0
Endothelial,TSPC,Reln,Vldlr,1.0,1.0,0.0
Endothelial,TSPC,Ptn,Sdc4,1.0,1.0,0.0
Endothelial,TSPC,Ptn,Sdc3,1.0,1.0,0.0
Endothelial,TSPC,Ptn,Sdc1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Col4a1,Itga9_Itgb1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Col4a1,Itga2_Itgb1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Col4a1,Itga10_Itgb1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Col27a1,Itga2_Itgb1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Col27a1,Itga1_Itgb1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Col4a5,Itga11_Itgb1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Col4a5,Cd93,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Col4a5,Cd47,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Col4a5,Cd44,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Col4a2,Itga9_Itgb1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Col4a2,Itga2_Itgb1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Col4a2,Itga10_Itgb1,1.0,1.0,0.0
Endothelial,TSPC,Ptn,Ptprs,1.0,1.0,0.0
Endothelial,TSPC,Ptn,Plxnb2,1.0,1.0,0.0
Endothelial,TSPC,Ptn,Ncl,1.0,1.0,0.0
Endothelial,TSPC,Ptn,Itgav_Itgb3,1.0,1.0,0.0
Endothelial,TSPC,Ptdss1,Jmjd6,1.0,1.0,0.0
Endothelial,TSPC,Psen1,Notch2,1.0,1.0,0.0
Endothelial,TSPC,Psen1,Notch1,1.0,1.0,0.0
Endothelial,TSPC,Psen1,Ncstn,1.0,1.0,0.0
Endothelial,TSPC,Psen1,Cd44,1.0,1.0,0.0
Endothelial,TSPC,Pros1,Tyro3,1.0,1.0,0.0
Endothelial,TSPC,Postn,Ptk7,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Col5a3,Itga10_Itgb1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Col5a2,Itga2_Itgb1,1.0,0.9914987902989354,-0.008501209701064605
Tenogenic-progenitor,Stromal_other,Col5a2,Itga1_Itgb1,1.0,0.5560994382081186,-0.4439005617918814
Tenogenic-progenitor,Stromal_other,Col5a2,Itga10_Itgb1,1.0,0.9720344110877516,-0.02796558891224843
Tenogenic-progenitor,Stromal_other,Col5a2,Ddr1,1.0,0.984945739231712,-0.015054260768287975
Tenogenic-progenitor,Stromal_other,Col5a1,Itga2_Itgb1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Col5a1,Itga10_Itgb1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Col4a5,Sdc1,1.0,1.0,0.0
Endothelial,TSPC,Pltp,Abca1,1.0,1.0,0.0
Endothelial,TSPC,Plau,Vldlr,1.0,1.0,0.0
Endothelial,TSPC,Plau,Plaur,1.0,1.0,0.0
Endothelial,TSPC,Plau,Lrp1,1.0,1.0,0.0
Endothelial,TSPC,Plau,Itgb5,1.0,1.0,0.0
Endothelial,TSPC,Plau,Itgb1,1.0,1.0,0.0
Endothelial,TSPC,Plau,Itga5,1.0,1.0,0.0
Endothelial,TSPC,Plau,Igf2r,1.0,1.0,0.0
Endothelial,TSPC,Pf4,Thbd,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Col6a2,Itga2_Itgb1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Col6a2,Itga10_Itgb1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Col6a1,Itga9_Itgb1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Col6a1,Itga6,1.0,0.6496775429679988,-0.35032245703200116
Tenogenic-progenitor,Stromal_other,Col6a1,Itga2_Itgb1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Col6a1,Itga10_Itgb1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Col5a3,Itga2_Itgb1,1.0,1.0,0.0
Endothelial,TSPC,Pf4,Procr,1.0,1.0,0.0
Endothelial,TSPC,Pf4,Lrp1,1.0,1.0,0.0
Endothelial,TSPC,Pf4,Ldlr,1.0,1.0,0.0
Endothelial,TSPC,Pdgfd,Pdgfra_Pdgfrb,1.0,1.0,0.0
Endothelial,TSPC,Nucb2,Erap1,1.0,1.0,0.0
Endothelial,TSPC,Ntn1,Neo1,1.0,1.0,0.0
Endothelial,TSPC,Ntn1,Adora2b,1.0,1.0,0.0
Endothelial,TSPC,Nampt,Insr,1.0,1.0,0.0
Endothelial,TSPC,Mif,Cd44_Cd74,1.0,1.0,0.0
Endothelial,TSPC,Mfng,Notch1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Col8a2,Itga1_Itgb1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Col8a2,Itga10_Itgb1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Col8a1,Itga2_Itgb1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Col8a1,Itga10_Itgb1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Col6a3,Itga9_Itgb1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Col6a3,Itga2_Itgb1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Col6a3,Itga10_Itgb1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Col6a2,Itga9_Itgb1,1.0,1.0,0.0
Endothelial,TSPC,Mfap5,Notch1,1.0,1.0,0.0
Endothelial,TSPC,Mfap2,Notch1,1.0,1.0,0.0
Endothelial,TSPC,Ltbp1,Itgb5,1.0,1.0,0.0
Endothelial,TSPC,Lrpap1,Vldlr,1.0,1.0,0.0
Endothelial,TSPC,Lrpap1,Lrp8,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Cxcl1,Dpp4,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Cthrc1,Fzd5,1.0,0.6332145351549356,-0.36678546484506436
Tenogenic-progenitor,Stromal_other,Cp,Slc40a1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Copa,Cd74,1.0,0.2874466689922618,-0.7125533310077382
Tenogenic-progenitor,Stromal_other,Comp,Cd36,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Col8a2,Itga2_Itgb1,1.0,1.0,0.0
Endothelial,TSPC,Lrig2,Egfr,1.0,1.0,0.0
Endothelial,TSPC,Lin7c,Abca1,1.0,1.0,0.0
Endothelial,TSPC,Lgals3bp,Itgb1,1.0,1.0,0.0
Endothelial,TSPC,Lamc1,Itga7_Itgb1,1.0,1.0,0.0
Endothelial,TSPC,Lamc1,Itga6_Itgb1,1.0,1.0,0.0
Endothelial,TSPC,Lamb2,Itga7_Itgb1,1.0,1.0,0.0
Endothelial,TSPC,Lamb2,Itga6_Itgb1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Dkk2,Lrp5,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Dkk2,Kremen1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Cxcl12,Itga4,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Cxcl12,Dpp4,1.0,1.0,0.0
Endothelial,TSPC,Lamb1,Itga7_Itgb1,1.0,1.0,0.0
Endothelial,TSPC,Lamb1,Itga6_Itgb1,1.0,1.0,0.0
Endothelial,TSPC,Lama5,Itga9_Itgb1,1.0,0.9380542186920063,-0.061945781307993664
Endothelial,TSPC,Lama5,Itga7_Itgb1,1.0,1.0,0.0
Endothelial,TSPC,Lama5,Itga6_Itgb1,1.0,1.0,0.0
Endothelial,TSPC,Lama4,Itga7_Itgb1,1.0,1.0,0.0
Endothelial,TSPC,Lama4,Itga6_Itgb1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Fat4,Dchs1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Farp2,Plxna1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Fam3c,Lifr,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Fabp5,Rxra,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Efnb1,Ephb3,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Efnb1,Ephb2,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Efemp2,Plscr4,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Edil3,Itgb3,1.0,1.0,0.0
Endothelial,TSPC,Jam3,Itgb1,1.0,1.0,0.0
Endothelial,TSPC,Jag2,Notch2,1.0,0.5178688184873966,-0.48213118151260337
Endothelial,TSPC,Jag2,Notch1,1.0,1.0,0.0
Endothelial,TSPC,Jag1,Notch1,1.0,1.0,0.0
Endothelial,TSPC,Irak4,Tlr4,1.0,1.0,0.0
Endothelial,TSPC,Inhbb,Smad3,1.0,1.0,0.0
Endothelial,TSPC,Il6,Il6ra_Il6st,1.0,1.0,0.0
Endothelial,TSPC,Il6,F3,1.0,1.0,0.0
Endothelial,TSPC,Il1b,Il1r1_Il1rap,1.0,1.0,0.0
Endothelial,TSPC,Igfbp4,Fzd8,1.0,1.0,0.0
Endothelial,TSPC,Igf1,Insr,1.0,1.0,0.0
Endothelial,TSPC,Icam1,Il2rg,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Fgf2,Sdc2,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Fgf2,Sdc1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Fgf2,Nrp1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Fgf2,Itgb3,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Fgf2,Gpc4,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Fgf2,Fgfrl1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Fgf2,Fgfr1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Fgf2,Cd44,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Fgf18,Fgfr1,1.0,1.0,0.0
Endothelial,TSPC,Hspa1a,Tlr4,1.0,1.0,0.0
Endothelial,TSPC,Hsp90b1,Erbb2,1.0,1.0,0.0
Endothelial,TSPC,Hsp90aa1,Erbb2,1.0,1.0,0.0
Endothelial,TSPC,Hras,Insr,1.0,1.0,0.0
Endothelial,TSPC,Hbegf,Egfr_Erbb2,1.0,1.0,0.0
Endothelial,TSPC,Hbegf,Cd82,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Fn1,Itga9,1.0,0.9222713078447002,-0.07772869215529976
Tenogenic-progenitor,Stromal_other,Fn1,Itga4_Itgb1,1.0,0.8714323465231746,-0.12856765347682542
Tenogenic-progenitor,Stromal_other,Fn1,Itga2,1.0,0.9353415398499558,-0.06465846015004417
Tenogenic-progenitor,Stromal_other,Fn1,Dpp4,1.0,0.9428894631792814,-0.05711053682071865
Tenogenic-progenitor,Stromal_other,Fgf7,Fgfr2,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Fgf2,Sdc4,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Fgf2,Sdc3,1.0,1.0,0.0
Endothelial,TSPC,H2-K1,Erbb2,1.0,1.0,0.0
Endothelial,TSPC,Gnas,Adcy9,1.0,0.6946009543503604,-0.3053990456496396
Endothelial,TSPC,Gnai2,Adcy9,1.0,0.6194366584072206,-0.3805633415927794
Endothelial,TSPC,Gdf15,Ret,1.0,1.0,0.0
Endothelial,TSPC,Gas6,Tyro3,1.0,1.0,0.0
Endothelial,TSPC,Fn1,Nt5e,1.0,1.0,0.0
Endothelial,TSPC,Fn1,Itga6,1.0,1.0,0.0
Endothelial,TSPC,Efnb2,Ephb4,1.0,1.0,0.0
Endothelial,TSPC,Efnb2,Ephb3,1.0,1.0,0.0
Endothelial,TSPC,Efnb1,Ephb4,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Gdf10,Bmpr2,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Gas6,Tyro3,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Gas6,Mertk,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Fst,Bmpr1b,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Gnas,Adcy9,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Gnai2,Unc5b,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Gnai2,S1pr3,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Gnai2,S1pr1,1.0,0.3878866327714433,-0.6121133672285567
Tenogenic-progenitor,Stromal_other,Gnai2,P2ry12,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Gnai2,Ednra,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Gnai2,Ccr5,1.0,0.6741073951601331,-0.32589260483986693
Tenogenic-progenitor,Stromal_other,Gnai2,Adcy9,1.0,1.0,0.0
Endothelial,TSPC,Efnb1,Ephb3,1.0,1.0,0.0
Endothelial,TSPC,Dll4,Notch1,1.0,1.0,0.0
Endothelial,TSPC,Dll1,Notch2,1.0,1.0,0.0
Endothelial,TSPC,Dll1,Notch1,1.0,1.0,0.0
Endothelial,TSPC,Cthrc1,Fzd5,1.0,1.0,0.0
Endothelial,TSPC,Csf3,Csf2ra,1.0,1.0,0.0
Endothelial,TSPC,Csf1,Csf2ra,1.0,1.0,0.0
Endothelial,TSPC,Copa,Cd74,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Hbegf,Cd82,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,H2-K1,Erbb2,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Gstp1,Egfr,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Gpc3,Lrp1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Gpc3,Igf1r,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Gpc3,Cd81,1.0,1.0,0.0
Endothelial,TSPC,Col8a1,Itga11_Itgb1,1.0,1.0,0.0
Endothelial,TSPC,Col6a3,Itga11_Itgb1,1.0,1.0,0.0
Endothelial,TSPC,Col6a2,Itga11_Itgb1,1.0,1.0,0.0
Endothelial,TSPC,Col6a1,Itga6,1.0,1.0,0.0
Endothelial,TSPC,Col6a1,Itga11_Itgb1,1.0,1.0,0.0
Endothelial,TSPC,Col5a2,Itga11_Itgb1,1.0,0.6360030049557753,-0.36399699504422467
Endothelial,TSPC,Col5a1,Itga11_Itgb1,1.0,1.0,0.0
Endothelial,TSPC,Col4a2,Itga11_Itgb1,1.0,0.8773535175608793,-0.12264648243912069
Endothelial,TSPC,Col4a1,Itga11_Itgb1,1.0,0.7366565632985901,-0.2633434367014099
Tenogenic-progenitor,Stromal_other,Hspa1a,Tlr4,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Hsp90b1,Tlr7,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Hsp90b1,Tlr4,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Hsp90b1,Erbb2,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Hsp90aa1,Erbb2,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Hras,Insr,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Hp,Itgb2,1.0,0.8386373986107983,-0.16136260138920167
Tenogenic-progenitor,Stromal_other,Hp,Itgam,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Hbegf,Egfr_Erbb2,1.0,1.0,0.0
Endothelial,TSPC,Col3a1,Itga11_Itgb1,1.0,0.6879452520340098,-0.3120547479659902
Endothelial,TSPC,Col1a2,Itga11_Itgb1,1.0,0.7627917325274589,-0.2372082674725411
Endothelial,TSPC,Col1a1,Itga11_Itgb1,1.0,0.9343854013504584,-0.06561459864954156
Endothelial,TSPC,Col18a1,Itga11_Itgb1,1.0,0.5963707758163952,-0.4036292241836048
Endothelial,TSPC,Col16a1,Itga11_Itgb1,1.0,1.0,0.0
Endothelial,TSPC,Col15a1,Itga11_Itgb1,1.0,0.47328643955217264,-0.5267135604478274
Endothelial,TSPC,Col14a1,Itga11_Itgb1,1.0,1.0,0.0
Endothelial,TSPC,Col14a1,Cd44,1.0,1.0,0.0
Endothelial,TSPC,Col12a1,Itga11_Itgb1,1.0,1.0,0.0
Endothelial,TSPC,Col11a1,Itga11_Itgb1,1.0,1.0,0.0
Endothelial,TSPC,Col11a1,Ddr1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Hspg2,Itga2,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Hspa4,Tlr4,1.0,1.0,0.0
Endothelial,TSPC,Cklf,Lrp6,1.0,1.0,0.0
Endothelial,TSPC,Ceacam1,Egfr,1.0,1.0,0.0
Endothelial,TSPC,Cd14,Tlr4,1.0,1.0,0.0
Endothelial,TSPC,Ccl4,Ackr2,1.0,1.0,0.0
Endothelial,TSPC,Ccl2,Ackr4,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Il16,Kcnj15,1.0,0.5430334667188621,-0.4569665332811379
Tenogenic-progenitor,Stromal_other,Il16,Cd9,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Il16,Ccr5,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Il15ra,Axl,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Il11ra1,Cd40,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Igsf10,Slamf9,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Igf2,Itgav_Itgb3,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Igf2,Igf2r,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Igf2,Igf1r,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Igf1,Insr,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Jam3,Itgb1,1.0,0.62553210059078,-0.37446789940922
Tenogenic-progenitor,Stromal_other,Jam3,Itgam_Itgb2,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Jag1,Notch2,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Jag1,Notch1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Inhba,Smad3,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Inhba,Eng,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Inhba,Bambi,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Il6,Il6ra_Il6st,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Il6,F3,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Il33,Il1rap_Il1rl1,1.0,1.0,0.0
Endothelial,TSPC,Bmp4,Rgmb,1.0,1.0,0.0
Endothelial,TSPC,Bmp4,Bmpr1b_Bmpr2,1.0,1.0,0.0
Endothelial,TSPC,Bmp4,Acvr2a_Bmpr1b,1.0,1.0,0.0
Endothelial,TSPC,Bmp4,Acvr2a_Bmpr1a,1.0,1.0,0.0
Endothelial,TSPC,Bmp2,Smo,1.0,1.0,0.0
Endothelial,TSPC,Bmp2,Rgmb,1.0,1.0,0.0
Endothelial,TSPC,Bmp2,Gpc1,1.0,1.0,0.0
Endothelial,TSPC,Bmp2,Eng,1.0,1.0,0.0
Endothelial,TSPC,Bmp2,Bmpr1a_Bmpr2,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Lamb1,Itga2_Itgb1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Lama4,Itga9_Itgb1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Lama4,Itga7_Itgb1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Lama4,Itga6_Itgb1,1.0,0.36508869021255835,-0.6349113097874417
Tenogenic-progenitor,Stromal_other,Lama4,Itga2_Itgb1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Lama2,Itga9_Itgb1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Lama2,Itga7_Itgb1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Lama2,Itga6_Itgb1,1.0,0.8220446370774108,-0.17795536292258918
Tenogenic-progenitor,Stromal_other,Lama2,Itga2_Itgb1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Lama2,Itga1,1.0,0.8698122458798354,-0.1301877541201646
Endothelial,TSPC,Bmp2,Acvr2a_Bmpr1a,1.0,1.0,0.0
Endothelial,TSPC,Bmp2,Acvr1,1.0,1.0,0.0
Endothelial,TSPC,Bmp2,Actr2,1.0,1.0,0.0
Endothelial,TSPC,Bmp1,Bmpr1b,1.0,1.0,0.0
