source,target,ligand_complex,receptor_complex,magnitude_rank_innervated,cellphone_pvals_innervated,cellchat_pvals_innervated,magnitude_rank_denervated,cellphone_pvals_denervated,cellchat_pvals_denervated,delta_rank
Endothelial,T-FAP,Thbs1,Cd47,0.03423603745753407,1.0,1.0,0.06551934589325695,1.0,1.0,0.03128330843572288
Tenocyte,TSPC,Col4a2,Cd44,0.03425176125285599,0.0,0.0,0.015185897805454476,0.0,0.0,-0.019065863447401514
Tenogenic-progenitor,TSPC,Thbs1,Lrp1,0.03427525623329673,0.98,1.0,0.009452396810933229,0.0,0.67,-0.024822859422363504
T-FAP,T-FAP,Thbs1,Lrp1,0.03453145003290083,0.98,1.0,0.04434828195347965,0.57,1.0,0.00981683192057882
Tenogenic-progenitor,TSPC,Calr,Itgav,0.034734931206140116,0.0,0.0,0.03194354447604436,0.0,0.0,-0.0027913867300957546
Smooth_muscle,T-FAP,Fbn1,Itgb1,0.03485376630847088,1.0,0.82,0.05380219450935722,1.0,1.0,0.01894842820088634
Smooth_muscle,TSPC,Wnt5a,Ptprk,0.03487594995572846,1.0,1.0,0.32086756408551875,1.0,1.0,0.2859916141297903
Macrophage,T-FAP,Gnai2,Egfr,0.03495961526395691,0.0,0.0,0.021355404418174104,0.0,0.0,-0.013604210845782807
Stromal,TSPC,Thbs1,Cd47,0.03517192867186689,1.0,1.0,0.027064426288605847,0.65,0.39,-0.00810750238326104
Tenocyte,T-FAP,Thbs2,Sdc1,0.03521929281408353,0.0,0.0,0.25179804890880103,0.0,0.95,0.2165787560947175
Stromal_other,T-FAP,Mdk,Lrp1,0.035251757984153885,0.0,0.0,0.04544822418681734,0.0,0.0,0.010196466202663457
Endothelial,T-FAP,Col4a1,Sdc1,0.03525480063045595,0.0,0.0,0.236635470730243,0.0,0.0,0.20138067009978705
Smooth_muscle,T-FAP,Thbs1,Sdc4,0.03526507410894195,0.95,0.05,0.029905904118625048,0.04,0.0,-0.005359169990316905
Tenocyte,T-FAP,Col6a2,Sdc1,0.03548615879735952,0.0,0.0,0.22811829601797587,0.0,0.99,0.19263213722061634
Macrophage,TSPC,Col1a1,Ddr2,0.03550531392719017,1.0,0.05,0.024235985103843352,1.0,0.11,-0.011269328823346816
Stromal,TSPC,Col6a1,Sdc1,0.03553968644705943,0.0,0.26,0.04336496554504372,0.0,0.11,0.007825279097984285
Stromal,T-FAP,Col6a3,Sdc1,0.03555754044733867,0.0,0.0,0.23938199405336896,0.0,0.99,0.2038244536060303
Tenogenic-progenitor,T-FAP,Nid1,Itgb1,0.03562582467698024,0.0,0.0,0.02053372615848911,0.01,0.0,-0.015092098518491134
T-FAP,TSPC,Hspg2,Fgfr1,0.035760031472405654,0.0,0.0,0.028491202996519988,0.0,0.0,-0.007268828475885666
Endothelial,TSPC,Col4a2,Itgb3,0.03581380443607676,0.0,0.0,0.040067636549846256,0.0,0.0,0.004253832113769493
Smooth_muscle,T-FAP,Col6a3,Sdc1,0.03582603803849348,0.0,0.0,0.27951431743240085,0.0,1.0,0.24368827939390736
TSPC,T-FAP,Lama4,Cd44,0.035934982293129504,0.0,0.0,0.07978375815538007,0.0,0.0,0.04384877586225056
T-FAP,T-FAP,Lrpap1,Lrp1,0.03616458731523525,0.0,0.0,0.029070466187073544,0.0,0.0,-0.007094121128161709
Stromal_other,TSPC,Lamc2,Itga6_Itgb1,0.03627743764629296,1.0,1.0,0.023709630423206063,1.0,1.0,-0.012567807223086896
Tenocyte,TSPC,Igf1,Itgav_Itgb3,0.0363136530632249,0.0,0.0,0.04824728112032265,0.0,0.0,0.011933628057097752
Macrophage,T-FAP,Col1a1,Ddr2,0.03634079798845783,1.0,0.0,0.033643704197408725,1.0,0.07,-0.002697093791049106
Macrophage,T-FAP,Tnf,Tnfrsf1a,0.036381539655281195,0.0,0.0,0.05498398436626743,0.0,0.0,0.018602444710986238
T-FAP,T-FAP,Mdk,Lrp1,0.036421280401632915,0.0,0.0,0.0273939261639055,0.0,0.0,-0.009027354237727415
Stromal,TSPC,Hspg2,Fgfr1,0.03643590721153824,0.0,0.0,0.02316225025818407,0.0,0.0,-0.013273656953354172
Endothelial,TSPC,Col1a2,Itgb3,0.036463110424051225,1.0,0.0,0.08265377868782936,1.0,0.0,0.046190668263778135
Tenocyte,TSPC,Lrpap1,Lrp1,0.036531175158918724,0.0,0.0,0.01811420392098394,0.0,0.0,-0.018416971237934784
Stromal_other,TSPC,Clec11a,Itgb1,0.036612959811993556,0.0,0.0,0.02732136731579721,0.0,0.0,-0.009291592496196346
Endothelial,TSPC,Adam15,Itgb1,0.03669486122437746,0.0,0.0,0.019076352635372027,0.0,0.0,-0.017618508589005436
Smooth_muscle,T-FAP,Apoe,Sdc2,0.036722187653286165,1.0,0.0,0.15003781782152079,1.0,0.68,0.11331563016823462
Stromal_other,T-FAP,Lrpap1,Lrp1,0.03691383632430363,0.0,0.0,0.0305394576052096,0.0,0.0,-0.006374378719094031
Macrophage,T-FAP,Col1a2,Cd44,0.036982436615906555,1.0,1.0,0.0916423371672055,1.0,1.0,0.05465990055129895
Tenogenic-progenitor,TSPC,Col6a1,Sdc1,0.037022797542239354,0.0,0.25,0.039495569244176104,0.0,0.07,0.0024727717019367504
Tenogenic-progenitor,TSPC,Fbln2,Itgb3,0.03710612202364419,0.0,0.0,0.026034434167699967,0.0,0.0,-0.011071687855944222
Tenocyte,T-FAP,Comp,Itga5,0.03731670880569234,0.0,0.0,0.03104587813257397,0.0,0.0,-0.006270830673118372
Tenocyte,T-FAP,Anxa1,Egfr,0.03753416872716219,0.0,0.0,0.05263661058090292,0.0,0.0,0.015102441853740732
Smooth_muscle,TSPC,Mfge8,Itgav,0.03764514121851398,0.0,0.0,0.02018132654090769,0.0,0.0,-0.017463814677606288
Stromal_other,TSPC,Col6a1,Sdc1,0.03785320826757219,0.0,0.27,0.04629483358774592,0.0,0.11,0.008441625320173729
T-FAP,T-FAP,Fbn1,Itga5,0.0378903884243514,0.0,0.0,0.03897213127302457,0.0,0.0,0.00108174284867317
Tenocyte,T-FAP,Tnc,Sdc4,0.03792348742516926,0.0,0.0,0.048392391943495545,0.0,0.0,0.010468904518326286
TSPC,TSPC,Adam9,Itgb1,0.03793743907849756,0.0,0.0,0.029140480522055506,0.0,0.0,-0.008796958556442053
Tenogenic-progenitor,TSPC,Serpine2,Lrp1,0.038063151281413424,0.0,0.0,0.010431637679000976,0.0,0.0,-0.02763151360241245
Stromal_other,T-FAP,Thbs1,Sdc4,0.038091123352336685,0.99,0.55,0.031832199972994864,0.13,0.01,-0.006258923379341821
T-FAP,TSPC,Lama2,Cd44,0.03811395851340517,0.0,0.0,0.024345335210194077,0.0,0.0,-0.013768623303211092
Smooth_muscle,T-FAP,Vtn,Cd47,0.038231180340775,0.0,0.0,0.07078785589364528,0.0,0.0,0.03255667555287028
Endothelial,TSPC,Tgfb1,Itgb1,0.0382872949445445,0.0,0.0,0.028215806512900808,0.0,0.0,-0.01007148843164369
TSPC,TSPC,Col6a1,Sdc1,0.03833836805428217,0.0,0.35,0.0520311358860907,0.0,0.36,0.013692767831808533
Smooth_muscle,TSPC,Col1a1,Sdc1,0.038394601751658874,1.0,0.98,0.04791173143476889,1.0,0.92,0.009517129683110012
Tenocyte,T-FAP,Cxcl12,Ackr3,0.03839968164613951,0.0,0.0,0.1394483421020315,0.0,0.0,0.10104866045589199
T-FAP,T-FAP,Calr,Itgav,0.03866744248554164,0.01,0.0,0.059157416777595284,0.05,0.05,0.020489974292053646
Tenogenic-progenitor,T-FAP,Vcan,Itgb1,0.038823004469936535,0.0,0.0,0.03579883395169429,0.0,0.0,-0.0030241705182422474
Stromal_other,TSPC,Hsp90aa1,Itgb3,0.03892220585409307,0.0,0.0,0.04415847422694637,0.0,0.0,0.005236268372853299
Tenocyte,TSPC,Spon1,App,0.03912109302213602,0.0,0.0,0.034197119115246366,0.0,0.0,-0.004923973906889652
Tenogenic-progenitor,TSPC,Hspg2,Fgfr1,0.039563788161583784,0.0,0.0,0.02117418323602108,0.0,0.0,-0.018389604925562703
Tenocyte,T-FAP,Plat,Lrp1,0.03973600705741847,0.0,0.0,0.047425068656187376,0.0,0.0,0.0076890615987689065
Stromal,T-FAP,Pkm,Cd44,0.039779136279204964,1.0,0.99,0.18971101957624667,1.0,1.0,0.1499318832970417
Tenogenic-progenitor,T-FAP,Plat,Lrp1,0.03985108457641879,0.0,0.0,0.0569583088350177,0.0,0.0,0.01710722425859891
T-FAP,TSPC,Plat,Lrp1,0.03989429332468377,0.0,0.0,0.04594259562900014,0.0,0.0,0.006048302304316369
Tenocyte,T-FAP,Col6a3,Sdc1,0.03991361934499414,0.0,0.0,0.25811630791147844,0.0,1.0,0.21820268856648428
Stromal,T-FAP,Col6a2,Sdc1,0.040048324116968986,0.0,0.0,0.2602832705354444,0.0,1.0,0.22023494641847544
TSPC,TSPC,Apoe,Lrp1,0.04005298074046684,1.0,1.0,0.05916380787815089,1.0,1.0,0.01911082713768405
Tenocyte,TSPC,Ptn,Ncl,0.04006742677482921,0.0,0.0,0.02953926986327795,0.0,0.0,-0.010528156911551262
T-FAP,TSPC,Adam9,Itgb1,0.0401541726890979,0.0,0.0,0.044112808186139996,0.0,0.0,0.003958635497042097
Tenogenic-progenitor,T-FAP,Cxcl12,Sdc4,0.04018311455661107,0.0,0.0,0.02519200158017924,0.0,0.0,-0.014991112976431829
TSPC,T-FAP,Col6a2,Sdc1,0.04018331816312711,0.0,0.0,0.29091386837167893,0.0,1.0,0.25073055020855184
Stromal,TSPC,Gnai2,Cav1,0.04022655226881905,0.0,0.0,0.09797298046963765,0.87,0.01,0.0577464282008186
Stromal_other,TSPC,Pf4,Sdc2,0.04033795160351797,0.0,0.0,0.03404787931710708,0.0,0.0,-0.006290072286410889
Tenogenic-progenitor,T-FAP,Mif,Ackr3,0.04037156063631974,0.0,0.0,0.09044119678166881,0.0,0.0,0.050069636145349074
Smooth_muscle,TSPC,Mfge8,Itgb3,0.04050235247182802,0.0,0.0,0.03736545555323026,0.0,0.0,-0.0031368969185977605
T-FAP,TSPC,Comp,Cd47,0.04054600964399669,0.75,0.92,0.02928083316944364,0.03,0.01,-0.011265176474553051
TSPC,TSPC,Gnas,Adcy7,0.040590038418515696,0.0,0.01,0.038085138216639745,0.0,0.01,-0.002504900201875951
Endothelial,TSPC,Icam1,Cav1,0.04066257526541917,0.0,0.0,0.07068529695361823,0.0,0.0,0.030022721688199062
T-FAP,TSPC,Nid1,Itgav,0.04073553703831633,0.0,0.0,0.024884755314048244,0.0,0.0,-0.015850781724268088
Tenocyte,T-FAP,Spon1,App,0.040793966446627375,0.0,0.0,0.028594919162971025,0.0,0.0,-0.01219904728365635
Endothelial,TSPC,Thbs1,Cd47,0.04105755921303005,1.0,1.0,0.061120277268281585,1.0,1.0,0.020062718055251533
TSPC,T-FAP,Col6a3,Sdc1,0.041116803957755674,0.0,0.0,0.3878725752568597,0.64,1.0,0.346755771299104
Stromal,TSPC,Igf1,Itgav_Itgb3,0.04117505876001406,0.0,0.0,0.019323166351135054,0.0,0.0,-0.021851892408879005
Endothelial,TSPC,Col18a1,Itgb5,0.04136645176805499,0.0,0.0,0.036213310735266235,0.0,0.0,-0.005153141032788758
Smooth_muscle,T-FAP,Col18a1,Itga5,0.041391646419812085,0.0,0.0,0.042631729611084364,0.0,0.0,0.0012400831912722787
Smooth_muscle,TSPC,Col1a2,Sdc1,0.04149008711284578,1.0,0.98,0.05015182998320881,1.0,0.87,0.008661742870363025
Stromal_other,T-FAP,Gnai2,Egfr,0.04155841022753449,0.0,0.0,0.023011406639725368,0.0,0.0,-0.01854700358780912
Stromal_other,TSPC,Gas6,Axl,0.041573199702930407,0.0,0.0,0.02245384452205569,0.0,0.0,-0.019119355180874716
TSPC,TSPC,Lrpap1,Lrp1,0.04188455301921138,0.0,0.0,0.025012246619320964,0.0,0.0,-0.016872306399890416
Macrophage,T-FAP,Cd14,Ripk1,0.04212363771129858,0.0,0.0,0.032021408696305584,0.0,0.0,-0.010102229014992997
Smooth_muscle,TSPC,Col4a2,Sdc1,0.04218334664270807,0.0,0.0,0.0426711607536087,0.0,0.0,0.00048781411090063204
Tenocyte,T-FAP,Comp,Sdc1,0.04224310940895738,0.0,0.0,0.25156144114772555,0.0,0.04,0.20931833173876818
T-FAP,TSPC,Col6a1,Sdc1,0.04226304229765886,0.0,0.46,0.05149606662012417,0.0,0.21,0.00923302432246531
Stromal,TSPC,Lrpap1,Lrp1,0.04227208914362024,0.0,0.0,0.019398242925870217,0.0,0.0,-0.022873846217750023
Stromal,T-FAP,Lama2,Rpsa,0.04228298117085517,0.0,0.0,0.00709569189731152,0.0,0.0,-0.03518728927354365
Stromal,TSPC,Igfbp4,Lrp6,0.04242272090881876,0.0,0.0,0.028203787236435404,0.0,0.0,-0.014218933672383357
Stromal_other,TSPC,Etv5,Erbb2,0.04243957031256611,0.01,1.0,0.443753694222474,0.0,1.0,0.4013141239099079
Tenocyte,T-FAP,Bsg,Slc16a1,0.04258675907778952,0.0,0.0,0.07874832521086908,0.0,0.0,0.03616156613307956
Tenocyte,TSPC,Gnas,Adcy7,0.04262285833176495,0.0,0.01,0.03241704226804435,0.0,0.0,-0.010205816063720598
Tenogenic-progenitor,T-FAP,Col6a2,Sdc1,0.04268301647338213,0.0,0.0,0.25548236165695626,0.0,0.99,0.21279934518357413
Stromal,TSPC,Plat,Lrp1,0.04281243318780644,0.0,0.0,0.025096426101892985,0.0,0.0,-0.017716007085913456
Stromal_other,T-FAP,Col6a3,Sdc1,0.04294432593847548,0.0,0.0,0.28406740552514836,0.0,1.0,0.2411230795866729
Stromal_other,T-FAP,Col6a2,Sdc1,0.04298461748509124,0.0,0.0,0.2689355096866043,0.0,1.0,0.22595089220151304
TSPC,T-FAP,Serpine2,Lrp1,0.04300477227311171,0.0,0.0,0.028798127819081414,0.0,0.0,-0.014206644454030297
Tenocyte,TSPC,Mfge8,Itgb5,0.04325089059135751,0.0,0.0,0.028468187761998488,0.0,0.0,-0.014782702829359024
T-FAP,TSPC,Nid1,Itgb3,0.043433153198306436,0.0,0.0,0.046056739836451255,0.0,0.0,0.002623586638144819
Stromal_other,T-FAP,Plat,Lrp1,0.04363115479239989,0.0,0.0,0.08482677381552654,0.0,0.0,0.041195619023126656
TSPC,TSPC,Thbs1,Lrp1,0.04373800836861924,1.0,1.0,0.0176398732219836,0.04,0.97,-0.026098135146635643
Tenogenic-progenitor,T-FAP,Sema6a,Plxna2,0.043839052393993855,1.0,1.0,0.2106867262123277,1.0,1.0,0.16684767381833385
TSPC,T-FAP,Bsg,Slc16a1,0.04399820231532758,0.0,0.0,0.14355076597485436,0.0,0.0,0.09955256365952678
Stromal,TSPC,Lama2,Rpsa,0.044410007288468153,0.0,0.0,0.007628796485003344,0.0,0.0,-0.03678121080346481
Tenogenic-progenitor,T-FAP,S100a4,Egfr,0.04445976473662163,0.0,0.0,0.05529953455432412,0.0,0.0,0.010839769817702488
Tenocyte,T-FAP,Nid1,Itgb1,0.04487779243540403,0.0,0.0,0.030877605526819063,0.92,0.0,-0.014000186908584969
TSPC,TSPC,Plat,Lrp1,0.04489332271773224,0.0,0.0,0.009184049038851862,0.0,0.0,-0.03570927367888038
Stromal,TSPC,Fbln1,Itgb1,0.04497102536553404,0.0,0.0,0.02392600867893999,0.0,0.0,-0.02104501668659405
Stromal_other,T-FAP,Thbs4,Sdc1,0.04502996364859233,0.0,0.0,0.2302441531913571,0.0,0.98,0.18521418954276478
Endothelial,T-FAP,Pkm,Cd44,0.04506438130137196,1.0,1.0,0.13197472685354825,1.0,1.0,0.08691034555217628
Stromal_other,TSPC,Gnas,Adcy7,0.04507148843685322,0.0,0.01,0.04000453530386271,0.01,0.03,-0.0050669531329905135
Tenocyte,TSPC,Tgfb3,Itgb1,0.04507995258737069,0.0,0.0,0.02851423015622873,0.0,0.0,-0.016565722431141964
Macrophage,TSPC,Tnf,Tnfrsf1a,0.045111105416328096,0.0,0.0,0.07700532892179586,0.0,0.0,0.031894223505467764
Tenogenic-progenitor,TSPC,Lrpap1,Lrp1,0.045142271923195976,0.0,0.0,0.02089006632221619,0.0,0.0,-0.024252205600979786
Macrophage,TSPC,Spp1,Itgav_Itgb1,0.04518124929493225,0.0,0.0,0.10955036848027008,0.0,0.0,0.06436911918533783
Macrophage,TSPC,Spp1,Itgav_Itgb5,0.04518124929493225,0.0,0.0,0.10955036848027008,0.0,0.0,0.06436911918533783
Smooth_muscle,TSPC,Vtn,Cd47,0.04520464598008841,0.0,0.0,0.06575416816573428,0.0,0.0,0.020549522185645867
T-FAP,TSPC,Mdk,Lrp1,0.045235853534824406,0.0,0.0,0.023988914943304324,0.0,0.0,-0.021246938591520083
TSPC,TSPC,Adam15,Itgb1,0.04536082065064678,0.0,0.0,0.03059966636427588,0.0,0.0,-0.014761154286370901
Tenogenic-progenitor,T-FAP,Gas6,Axl,0.04553300829319053,0.0,0.0,0.030251511572220224,0.0,0.0,-0.015281496720970303
Stromal,TSPC,Ptn,Ptprs,0.04554868227388841,0.0,0.0,0.06059785287298092,0.0,0.0,0.015049170599092505
Tenocyte,TSPC,Thbs2,Sdc1,0.045592602710033237,0.0,0.0,0.05681630751646423,0.0,0.0,0.011223704806430992
Stromal,TSPC,Adam12,Itgb1,0.045595724783446596,0.0,0.0,0.049073236729604584,0.0,0.0,0.003477511946157988
Endothelial,TSPC,Col4a1,Sdc1,0.04580211518027341,0.0,0.0,0.05120769923437074,0.0,0.0,0.005405584054097329
Tenogenic-progenitor,TSPC,Gnai2,Cav1,0.04583140035026654,0.0,0.0,0.10854254746766356,0.91,0.01,0.06271114711739703
T-FAP,TSPC,Tnxb,Itgav_Itgb3,0.04586288209854056,0.0,0.0,0.06677785341153787,0.0,0.0,0.020914971312997313
Stromal_other,T-FAP,Spp1,Cd44,0.04589437758115569,0.03,0.0,0.10096827362829652,0.0,0.0,0.05507389604714083
TSPC,T-FAP,Hsp90aa1,Egfr,0.045988946458502496,0.0,0.0,0.02984657352272888,0.0,0.0,-0.016142372935773617
T-FAP,TSPC,Gnas,Adcy7,0.045991198466253526,0.0,0.01,0.03154749045436457,0.0,0.0,-0.014443708011888955
Smooth_muscle,TSPC,Wnt5a,Ror1,0.04607745165767961,0.6,1.0,0.22783776302278347,0.28,1.0,0.18176031136510384
Stromal,TSPC,Mdk,Ncl,0.046099433154676156,0.0,0.0,0.03045529286706915,0.0,0.0,-0.015644140287607005
Tenogenic-progenitor,TSPC,Gnas,Adcy7,0.046117529021016554,0.0,0.02,0.03529166422392196,0.0,0.01,-0.010825864797094596
Stromal,TSPC,Cxcl12,Itgav,0.046146836159747115,0.0,0.0,0.04860248488764172,0.0,0.0,0.0024556487278946035
Tenocyte,TSPC,Col6a2,Sdc1,0.046201871714804624,0.0,0.0,0.04797544181582849,0.0,0.0,0.001773570101023865
Endothelial,T-FAP,Apoe,Lrp6,0.04622590994928308,0.86,0.0,0.05002339337929848,0.61,0.0,0.0037974834300154026
Stromal,TSPC,Col6a3,Sdc1,0.04626519298682211,0.0,0.0,0.05214304996560928,0.0,0.01,0.00587785697878717
Tenogenic-progenitor,T-FAP,Col6a3,Sdc1,0.04630743777461769,0.0,0.0,0.2663589667478771,0.0,0.99,0.22005152897325944
Macrophage,TSPC,Thbs1,Sdc4,0.0464477742395705,1.0,1.0,0.08316366844297608,0.9,1.0,0.03671589420340558
Smooth_muscle,TSPC,Col6a3,Sdc1,0.04660383736579658,0.0,0.0,0.06809726750610778,0.0,0.08,0.0214934301403112
T-FAP,TSPC,Thbs1,Lrp1,0.04668623516074839,1.0,1.0,0.03913989389032096,0.08,1.0,-0.0075463412704274355
T-FAP,T-FAP,Psap,Ar,0.04673402043095412,0.0,0.0,0.027332574015190292,0.0,0.0,-0.01940144641576383
Endothelial,TSPC,Adam10,Axl,0.04689352893784329,0.0,0.0,0.02237491004236385,0.0,0.0,-0.024518618895479443
Tenocyte,TSPC,Hspg2,Dag1,0.046941448802094256,0.0,0.0,0.04044088803451956,0.0,0.0,-0.006500560767574694
Macrophage,TSPC,Grn,Egfr,0.04697341264508208,0.0,0.0,0.033554159066028995,0.0,0.0,-0.013419253579053082
Stromal_other,TSPC,Fbln2,Itgb3,0.046989399747496136,0.0,0.0,0.09027382535471358,0.0,0.0,0.043284425607217444
T-FAP,TSPC,C4b,Nrp1,0.04721358201896275,0.0,0.0,0.06404038872862856,0.0,0.0,0.016826806709665812
TSPC,TSPC,Tnxb,Itgav_Itgb3,0.04722962096697232,0.0,0.0,0.028599131145559554,0.0,0.0,-0.018630489821412768
Stromal_other,T-FAP,Pf4,Lrp1,0.04728583880569921,0.0,0.0,0.025847925073147798,0.0,0.0,-0.021437913732551415
Tenogenic-progenitor,T-FAP,Calr,Itgav,0.04732592729792777,0.33,0.01,0.05470445366884244,0.03,0.01,0.00737852637091467
TSPC,TSPC,Wnt5b,Fzd5_Lrp5,0.04733613374556037,1.0,1.0,0.13891137399477177,1.0,1.0,0.0915752402492114
TSPC,TSPC,Wnt5b,Fzd5_Lrp6,0.04733613374556037,1.0,1.0,0.13891137399477177,1.0,1.0,0.0915752402492114
Stromal_other,T-FAP,Psap,Ar,0.047341990462950415,0.0,0.0,0.02636858626458331,0.0,0.0,-0.020973404198367105
Stromal,TSPC,Adam9,Itgb1,0.04740627773330897,0.0,0.0,0.04989164989248182,0.0,0.0,0.002485372159172848
Stromal_other,TSPC,Mdk,Lrp1,0.047599471960998084,0.0,0.0,0.04046044084985025,0.0,0.0,-0.007139031111147831
T-FAP,TSPC,Bmp1,Bmpr2,0.04772854531245478,0.0,0.0,0.03958286031539044,0.0,0.0,-0.008145684997064341
T-FAP,T-FAP,Bmp1,Bmpr2,0.047825495961479655,0.0,0.0,0.06061646217227226,0.0,0.0,0.012790966210792606
Tenocyte,T-FAP,Hsp90aa1,Egfr,0.047890199112493106,0.0,0.0,0.0263576348522419,0.0,0.0,-0.021532564260251207
Stromal_other,TSPC,Lamc2,Itga7_Itgb1,0.04803527170688475,0.09,1.0,0.005308976504890012,0.93,1.0,-0.04272629520199474
TSPC,T-FAP,Lamc1,Cd44,0.048214548182707456,0.0,0.0,0.07142580878679602,0.0,0.0,0.02321126060408857
Macrophage,TSPC,Spp1,Itgav_Itgb3,0.04823080211908223,0.0,0.0,0.21034589567982073,0.0,0.0,0.1621150935607385
Tenogenic-progenitor,T-FAP,Col4a1,Cd47,0.04836095879483248,0.0,0.0,0.04188236249791788,0.01,0.0,-0.0064785962969146
Stromal,T-FAP,S100a4,Egfr,0.04840982494365693,0.0,0.0,0.20536338966316328,0.01,0.0,0.15695356471950636
Endothelial,TSPC,Sele,Cd44,0.0484292780776366,0.0,0.0,0.03847159583150345,0.0,0.0,-0.009957682246133151
Stromal,T-FAP,Lpl,Lrp1,0.04847276660234739,0.0,0.0,0.0103416451038927,0.0,0.0,-0.038131121498454684
Stromal,T-FAP,Hsp90aa1,Egfr,0.04876913416548769,0.0,0.0,0.03288111545729828,0.0,0.0,-0.015888018708189414
T-FAP,TSPC,Lrpap1,Lrp1,0.048818261541775286,0.0,0.0,0.025110473684576067,0.0,0.0,-0.02370778785719922
Smooth_muscle,T-FAP,Col6a1,Sdc1,0.04886527864034104,0.23,0.8,0.3546974747035159,1.0,1.0,0.3058321960631749
T-FAP,T-FAP,Mif,Ackr3,0.049015084960983134,0.0,0.0,0.17180214542422195,0.0,0.0,0.12278706046323881
Stromal,TSPC,Cxcl12,Itgb3,0.049064369333172306,0.0,0.0,0.0921013641139309,0.0,0.0,0.04303699478075859
T-FAP,TSPC,Igfbp4,Lrp6,0.04912806996122699,0.0,0.0,0.03078899196823497,0.0,0.0,-0.01833907799299202
Smooth_muscle,TSPC,Tgfb1,Itgb1,0.049195947967862315,0.0,0.02,0.04087430591422497,0.0,0.08,-0.008321642053637342
Smooth_muscle,TSPC,Fn1,Plaur,0.04932575052125101,1.0,0.95,0.13433942285346134,1.0,0.21,0.08501367233221033
Tenocyte,TSPC,Tgfb1,Itgb1,0.04941024020316202,0.0,0.0,0.04241452510560592,0.0,0.0,-0.006995715097556102
T-FAP,TSPC,Lpl,Cd44,0.04943579069460758,0.0,0.0,0.00522165606786107,0.0,0.0,-0.04421413462674651
Tenocyte,T-FAP,Ptn,Ncl,0.049509343626724274,0.0,0.0,0.06108286736221374,0.0,0.0,0.011573523735489463
Stromal_other,TSPC,Hbegf,Cd9,0.04954598643301025,0.0,0.0,0.029075123574317383,0.0,0.01,-0.02047086285869287
TSPC,TSPC,Ptn,Sdc2,0.04961217858268421,0.0,0.0,0.5211541617012468,0.0,0.12,0.47154198311856266
T-FAP,T-FAP,C4b,Nrp1,0.049824002477029165,0.0,0.0,0.03762614883418972,0.0,0.0,-0.012197853642839443
Smooth_muscle,T-FAP,Lrpap1,Lrp1,0.04987380105452949,0.0,0.0,0.049498979099278036,0.0,0.0,-0.00037482195525145173
Smooth_muscle,T-FAP,Hsp90aa1,Egfr,0.04995686879655608,0.0,0.0,0.02777193834564163,0.0,0.0,-0.02218493045091445
Stromal,T-FAP,Sema6a,Plxna2,0.04999236459201265,1.0,1.0,0.19590088457020388,1.0,1.0,0.14590851997819124
Stromal_other,TSPC,Lrpap1,Lrp1,0.05002338611236111,0.0,0.0,0.02281126691237017,0.0,0.0,-0.02721211919999094
TSPC,TSPC,Adam10,Axl,0.050239955120619774,0.0,0.0,0.028687314227409805,0.0,0.0,-0.02155264089320997
Macrophage,T-FAP,Tgfb1,Itgb1,0.050356814984094694,0.0,0.0,0.045573525348230136,0.0,0.0,-0.0047832896358645585
T-FAP,T-FAP,Lamb1,Cd44,0.05052405633869537,0.0,0.0,0.22812060231589815,0.0,0.0,0.17759654597720279
Macrophage,TSPC,Spp1,Itga5_Itgb1,0.0505575467996593,0.0,0.0,0.15482685283870684,0.0,0.0,0.10426930603904755
Tenogenic-progenitor,T-FAP,Comp,Itga5,0.050574297305751074,0.0,0.0,0.06861344669528202,0.0,0.0,0.018039149389530947
TSPC,T-FAP,Timp3,Cd44,0.05072521018019322,0.0,0.0,0.018382107084744442,0.0,0.0,-0.03234310309544878
Stromal_other,TSPC,Adam10,Cd44,0.05081324001419998,0.0,0.0,0.05994337792940224,0.0,0.0,0.009130137915202265
Macrophage,T-FAP,Mif,Ackr3,0.05099420387137559,0.0,0.0,0.14582217131156824,0.0,0.0,0.09482796744019265
Smooth_muscle,T-FAP,Mfge8,Itgav,0.0510110459238568,0.0,0.0,0.03441750479926362,0.0,0.0,-0.01659354112459318
Tenocyte,T-FAP,Serpine2,Lrp1,0.051127603994472845,0.0,0.0,0.17431204449713134,0.0,0.0,0.12318444050265849
T-FAP,TSPC,Pros1,Axl,0.05131480589476542,0.0,0.0,0.03189402731822609,0.0,0.0,-0.01942077857653933
Stromal_other,TSPC,Sema4d,Erbb2,0.051389842978644636,0.84,1.0,0.48250031342529387,0.07,1.0,0.43111047044664924
Stromal,TSPC,Cxcl12,Itga5,0.051416313294679966,0.0,0.0,0.06721395175030921,0.0,0.0,0.015797638455629245
Stromal,TSPC,Vcan,Egfr,0.05158577485892206,0.0,0.0,0.09287769689605219,0.0,0.0,0.04129192203713013
Macrophage,TSPC,Tgm2,Itgb1,0.051653658435099926,0.0,0.0,0.17478685627597515,0.0,0.0,0.12313319784087523
TSPC,TSPC,Fn1,Dpp4,0.05178270053485276,0.0,0.0,0.09380955624829403,0.0,0.0,0.042026855713441266
TSPC,TSPC,Vegfa,Cd44,0.051918898040451536,0.0,0.0,0.05760009026482073,0.0,0.0,0.0056811922243691915
Smooth_muscle,TSPC,Gnas,Adcy7,0.05207808168426365,0.0,0.05,0.04432807400508626,0.03,0.03,-0.007750007679177391
